DUT S/N,28285D1AE364
DUT MAC,28285D1AE364
;;Test Name,CH,Dmod,Rate,Ants,Data,Unit,LimitLo,LimitHi,P/F,ReTest,UsedTime,Remark
DUT Init,0,<NA>,<NA>,0,1,,1,1,PASS,0,,
Calibration,0,<NA>,<NA>,0,1,,1,1,PASS,0,,
Rx SEN,36,802.11AC 80M,MCS9,1.000000,100.00,%,0,10,FAIL,0,?,100 pkts @-82.000000dBm
