DUT S/N,28285D1AE364
DUT MAC,28285D1AE364
;;Test Name,CH,Dmod,Rate,Ants,Data,Unit,LimitLo,LimitHi,P/F,ReTest,UsedTime,Remark
Tx Freq Error,36.000000,802.11AC 80M,MCS9,2,0.63,ppm,-20,20,PASS,0,?,Power = 13.50dBm
Tx Power,36.000000,802.11AC 80M,MCS9,2,-2.85,dBm,-2.50,2.5,FAIL,0,?,Power = 13.50dBm
Tx Mask,36.000000,802.11AC 80M,MCS9,2,0.00,%,0,5,PASS,0,?,Power = 13.50dBm
Tx EVM,36.000000,802.11AC 80M,MCS9,4,-32.545300,dB,-9999,-32.00,PASS,0,?,Power = 13.50dBm
Tx Freq Error,36.000000,802.11AC 80M,MCS9,4,0.62,ppm,-20,20,PASS,0,?,Power = 13.50dBm
Tx Power,36.000000,802.11AC 80M,MCS9,4,-1.35,dBm,-2.50,2.5,FAIL,0,?,Power = 13.50dBm
Tx Mask,36.000000,802.11AC 80M,MCS9,4,0.00,%,0,5,PASS,0,?,Power = 13.50dBm
Tx EVM,36.000000,802.11AC 160M,MCS9,1,-24.181400,dB,-9999,-32.00,FAIL,0,?,Power = 0.00dBm
Tx Freq Error,36.000000,802.11AC 160M,MCS9,1,-24.18,ppm,-20,20,FAIL,0,?,Power = 0.00dBm
Tx Power,36.000000,802.11AC 160M,MCS9,1,0.09,dBm,-2.50,2.5,PASS,0,?,Power = 0.00dBm
Tx Mask,36.000000,802.11AC 160M,MCS9,1,0.78,%,0,5,PASS,0,?,Power = 0.00dBm
Rx SEN,36,802.11A ,OFDM54,1.000000,100.00,%,0,10,FAIL,0,?,100 pkts @-82.000000dBm
Rx SEN,36,802.11A ,OFDM54,2.000000,100.00,%,0,10,FAIL,0,?,100 pkts @-82.000000dBm
Rx SEN,36,802.11A ,OFDM54,4.000000,100.00,%,0,10,FAIL,0,?,100 pkts @-82.000000dBm
Rx SEN,36,802.11N,MCS7,1.000000,100.00,%,0,10,FAIL,0,?,100 pkts @-82.000000dBm
Rx SEN,36,802.11N,MCS7,2.000000,100.00,%,0,10,FAIL,0,?,100 pkts @-82.000000dBm
Rx SEN,36,802.11N,MCS7,4.000000,100.00,%,0,10,FAIL,0,?,100 pkts @-82.000000dBm
Rx SEN,36,802.11AC 80M,MCS9,1.000000,100.00,%,0,10,FAIL,0,?,100 pkts @-82.000000dBm
Rx SEN,36,802.11AC 80M,MCS9,2.000000,100.00,%,0,10,FAIL,0,?,100 pkts @-82.000000dBm
Rx SEN,36,802.11AC 80M,MCS9,4.000000,100.00,%,0,10,FAIL,0,?,100 pkts @-82.000000dBm
Rx SEN,36,802.11AC 160M,MCS9,1.000000,100.00,%,0,10,FAIL,0,?,100 pkts @-40.000000dBm
