Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ demod Meas Time,RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
2412000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.139000,-32.110000,9.180000,11.150000,1.170000,1.070000,1.250000,-69.960000,-69.320000,-38.960000,0.010000,0.090000,0.380000,3.680000,3.710000,-21.000000
2442000000.000000,0.000000,20000000.000000,4,Mixedmode,0.083000,0.102000,-32.640000,8.830000,10.360000,0.970000,0.870000,1.040000,-69.960000,-68.590000,-37.060000,-0.040000,0.300000,0.370000,3.610000,3.600000,-17.000000
2472000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.102000,-32.560000,9.010000,10.530000,0.970000,0.870000,1.050000,-69.910000,-69.650000,-35.480000,0.030000,0.160000,0.440000,3.570000,3.570000,-21.000000
5180000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.089000,-26.280000,6.760000,7.870000,-1.750000,-1.850000,-1.630000,-69.830000,-67.210000,-35.690000,0.010000,0.130000,1.260000,3.400000,3.620000,10.000000
5500000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.095000,-22.000000,6.790000,7.980000,-0.740000,-0.860000,-0.650000,-69.810000,-69.770000,-55.050000,-0.010000,0.160000,1.180000,3.430000,3.490000,14.000000
5700000000.000000,0.000000,20000000.000000,4,Mixedmode,0.081000,0.085000,-23.360000,5.140000,5.830000,-2.470000,-2.570000,-2.360000,-69.750000,-65.180000,-43.940000,0.120000,0.320000,0.990000,3.440000,3.600000,-15.000000
2412000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.101000,-31.980000,9.380000,10.780000,1.150000,1.050000,1.260000,-70.000000,-69.610000,-39.540000,0.040000,0.130000,0.330000,3.680000,3.660000,-18.000000
2442000000.000000,0.000000,20000000.000000,7,Mixedmode,0.083000,0.102000,-32.640000,8.780000,10.270000,0.920000,0.880000,0.990000,-70.020000,-71.310000,-36.400000,-0.040000,0.060000,0.380000,3.590000,3.550000,-18.000000
2472000000.000000,0.000000,20000000.000000,7,Mixedmode,0.083000,0.103000,-32.550000,9.080000,10.250000,0.960000,0.850000,1.050000,-69.930000,-70.990000,-35.290000,0.020000,-0.080000,0.390000,3.560000,3.590000,-18.000000
5180000000.000000,0.000000,20000000.000000,7,Mixedmode,0.083000,0.100000,-26.460000,6.970000,7.980000,-1.750000,-1.830000,-1.640000,-69.880000,-68.880000,-36.020000,0.020000,0.130000,1.080000,3.350000,3.020000,1.000000
5500000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.101000,-22.630000,6.900000,7.590000,-0.760000,-0.890000,-0.620000,-69.820000,-76.440000,-54.500000,-0.020000,0.020000,1.210000,3.430000,3.370000,2.000000
5700000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.101000,-23.470000,5.340000,5.730000,-2.400000,-2.520000,-1.940000,-69.880000,-69.290000,-45.080000,0.120000,0.300000,0.990000,3.470000,3.560000,-15.000000
