Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ demod Meas Time,RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
2412000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.098000,-32.280000,9.130000,10.910000,1.010000,0.890000,1.080000,-69.830000,-70.280000,-39.010000,0.010000,0.140000,0.360000,3.650000,3.670000,3.000000
2442000000.000000,0.000000,20000000.000000,4,Mixedmode,0.081000,0.110000,-32.460000,8.530000,10.210000,0.770000,0.430000,0.930000,-69.890000,-70.130000,-38.990000,-0.030000,0.110000,0.380000,3.600000,3.560000,-18.000000
2472000000.000000,0.000000,20000000.000000,4,Mixedmode,0.083000,0.110000,-32.130000,8.920000,10.030000,0.880000,0.780000,0.950000,-69.860000,-68.950000,-41.240000,0.020000,0.030000,0.440000,3.590000,3.550000,-17.000000
5180000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.114000,-26.390000,8.160000,9.250000,-0.280000,-0.380000,-0.150000,-69.820000,-70.160000,-46.000000,0.170000,0.130000,1.010000,3.520000,3.520000,10.000000
5500000000.000000,0.000000,20000000.000000,4,Mixedmode,0.083000,0.104000,-22.370000,7.960000,9.060000,0.460000,0.150000,0.780000,-69.690000,-66.660000,-44.360000,-0.020000,0.530000,1.120000,3.330000,3.220000,14.000000
5700000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.107000,-23.470000,7.290000,8.480000,-0.150000,-0.240000,-0.040000,-69.740000,-65.820000,-42.450000,0.060000,-0.200000,0.960000,3.430000,3.420000,2.000000
2412000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.109000,-32.420000,9.320000,10.470000,0.960000,0.860000,1.060000,-69.830000,-70.370000,-38.760000,0.030000,-0.190000,0.340000,3.650000,3.650000,-18.000000
2442000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.100000,-33.140000,8.950000,9.920000,0.790000,0.690000,0.900000,-69.850000,-70.220000,-38.190000,-0.050000,0.240000,0.370000,3.590000,3.630000,-17.000000
2472000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.107000,-32.390000,8.940000,9.930000,0.860000,0.790000,0.940000,-69.730000,-69.310000,-41.430000,0.030000,-0.120000,0.430000,3.590000,3.610000,-19.000000
5180000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.107000,-26.540000,8.320000,9.400000,-0.300000,-0.430000,-0.160000,-69.860000,-70.980000,-44.070000,0.180000,0.170000,1.030000,3.500000,3.400000,1.000000
5500000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.109000,-22.600000,8.130000,9.280000,0.560000,0.110000,0.720000,-69.730000,-72.050000,-45.240000,-0.010000,0.530000,1.170000,3.340000,3.220000,14.000000
5700000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.108000,-23.540000,7.620000,8.260000,-0.090000,-0.170000,0.050000,-69.820000,-76.230000,-42.040000,0.100000,-0.220000,1.020000,3.430000,3.400000,3.000000
