Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ demod Meas Time,RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
2412000000.000000,0.000000,20000000.000000,4,Mixedmode,0.081000,0.098000,-32.240000,9.160000,10.680000,0.970000,0.900000,1.080000,-70.060000,-69.010000,-44.590000,0.020000,0.010000,0.330000,3.670000,3.660000,-21.000000
2442000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.079000,-32.740000,8.840000,10.220000,0.750000,0.690000,0.910000,-70.100000,-70.910000,-34.250000,0.020000,-0.040000,0.440000,3.580000,3.510000,-21.000000
2472000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.103000,-32.060000,8.670000,10.760000,0.800000,0.730000,0.910000,-70.130000,-70.790000,-45.360000,0.040000,0.030000,0.380000,3.570000,3.570000,-17.000000
5180000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.105000,-26.080000,6.660000,8.730000,-1.870000,-1.920000,-1.780000,-70.160000,-72.490000,-45.140000,0.100000,-0.630000,1.020000,3.480000,3.530000,3.000000
5500000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.103000,-22.400000,6.470000,7.810000,-1.020000,-1.520000,-0.870000,-69.940000,-74.390000,-47.320000,-0.060000,0.080000,1.250000,3.390000,3.420000,14.000000
5700000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.102000,-23.620000,4.930000,5.960000,-2.670000,-2.760000,-2.570000,-69.890000,-73.970000,-47.290000,0.150000,0.300000,1.050000,3.430000,3.250000,2.000000
2412000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.095000,-32.190000,9.210000,11.070000,0.950000,0.890000,1.010000,-70.160000,-70.030000,-45.810000,0.020000,0.020000,0.370000,3.680000,3.700000,-14.000000
2442000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.092000,-32.860000,9.010000,10.390000,0.730000,0.660000,0.790000,-70.080000,-68.980000,-34.810000,0.020000,-0.190000,0.410000,3.580000,3.600000,-18.000000
2472000000.000000,0.000000,20000000.000000,7,Mixedmode,0.081000,0.093000,-32.680000,9.010000,10.300000,0.810000,0.740000,0.930000,-70.130000,-69.550000,-47.030000,0.010000,0.020000,0.400000,3.570000,3.590000,-20.000000
5180000000.000000,0.000000,20000000.000000,7,Mixedmode,0.081000,0.093000,-26.380000,6.890000,8.510000,-1.880000,-1.960000,-1.790000,-70.230000,-70.170000,-44.110000,0.110000,-0.580000,1.080000,3.540000,3.600000,10.000000
5500000000.000000,0.000000,20000000.000000,7,Mixedmode,0.081000,0.101000,-22.430000,6.420000,8.030000,-1.040000,-1.540000,-0.910000,-69.930000,-73.490000,-50.170000,-0.090000,0.110000,1.060000,3.420000,3.480000,2.000000
5700000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.101000,-23.430000,5.120000,6.340000,-2.680000,-2.740000,-2.620000,-69.920000,-71.460000,-48.590000,0.180000,0.250000,1.010000,3.410000,3.370000,2.000000
