Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ demod Meas Time,RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.156000,13.730000,7.850000,10.820000,0.510000,0.310000,0.950000,161.750000,-515.880000,-10.370000,-1.900000,-20.630000,246.140000,-26.980000,-23.510000,18.000000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.162000,14.490000,7.500000,9.910000,0.440000,0.330000,0.770000,157.940000,-40.260000,-10.640000,11.810000,68.510000,420.190000,-26.890000,-25.790000,1.000000
2472000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.161000,16.640000,7.910000,9.980000,0.810000,0.390000,0.980000,146.360000,-309.860000,-10.120000,-9.760000,15.630000,620.360000,-30.400000,-37.230000,16.000000
5180000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.139000,-26.920000,8.470000,10.120000,0.300000,-0.150000,0.510000,-70.110000,-67.940000,-39.660000,0.090000,-0.270000,1.050000,3.630000,3.760000,-3.000000
5500000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.157000,-22.770000,7.290000,8.140000,-0.210000,-0.420000,0.200000,-70.020000,-69.840000,-41.280000,0.040000,-0.110000,1.050000,3.460000,3.420000,1.000000
5700000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.081000,0.154000,-24.040000,8.180000,9.750000,0.740000,0.670000,0.830000,-70.090000,-71.280000,-40.150000,0.160000,-0.010000,1.030000,3.590000,3.530000,3.000000
2412000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.155000,-32.980000,8.760000,10.920000,0.810000,0.620000,1.040000,-70.110000,-69.420000,-37.340000,0.000000,-0.070000,0.390000,3.730000,3.740000,-15.000000
2442000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.081000,0.160000,-33.450000,8.910000,10.330000,0.750000,0.440000,1.020000,-70.210000,-70.380000,-38.600000,0.020000,0.150000,0.370000,3.620000,3.600000,-18.000000
2472000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.159000,-32.800000,9.270000,10.350000,0.980000,0.760000,1.190000,-70.100000,-71.270000,-45.060000,-0.050000,-0.180000,0.410000,3.640000,3.590000,-14.000000
5180000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.146000,-27.040000,8.490000,10.450000,0.440000,0.350000,0.510000,-70.090000,-71.380000,-41.480000,0.080000,-0.320000,1.070000,3.630000,3.710000,10.000000
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.191000,-22.890000,6.960000,9.320000,-0.170000,-0.430000,0.240000,-69.960000,-72.780000,-40.910000,0.050000,-0.150000,1.110000,3.440000,3.530000,3.000000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.156000,-24.240000,8.220000,9.330000,0.740000,0.690000,0.810000,-70.230000,-74.280000,-40.070000,0.190000,0.070000,1.090000,3.590000,3.530000,-9.000000
