Channel Frequency(Hz),Power Level(dBm),Channel BW(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ Spectrum Meas Time,SM Violation(%) ,SMM(dB),SMM(dB)(-33MHz  -  -30MHz) ,SMM(dB)(-30MHz  -  -20MHz) ,SMM(dB)(-20MHz  -  -11MHz) ,SMM(dB)(-11MHz  -  9MHz) ,SMM(dB)(-9MHz  -  9MHz) ,SMM(dB)(9MHz  -  11MHz) ,SMM(dB)(11MHz  -  20MHz) ,SMM(20MHz  -  30Hz) ,SMM(30MHz  -  33MHz) 
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.022000,0.000000,0.000000,22.760000,24.150000,34.980000,33.540000,0.000000,37.220000,35.610000,24.320000,22.590000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.020000,0.000000,0.000000,22.620000,23.260000,33.870000,33.120000,0.000000,35.990000,35.240000,23.960000,23.230000
2472000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.020000,0.000000,0.000000,21.950000,22.820000,33.310000,33.100000,0.000000,36.320000,34.780000,24.880000,22.620000
5180000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.020000,0.000000,0.000000,12.430000,8.470000,6.320000,7.650000,0.000000,9.490000,6.770000,9.270000,12.730000
5500000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.020000,0.980000,-1.690000,7.420000,1.160000,-1.690000,2.790000,0.000000,9.140000,2.800000,5.530000,12.250000
5700000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.081000,0.020000,0.000000,0.000000,11.900000,3.080000,1.080000,7.000000,0.000000,9.580000,2.100000,5.320000,14.100000
2412000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.021000,0.000000,0.000000,19.770000,19.890000,9.910000,10.830000,0.000000,11.030000,9.750000,20.200000,20.000000
2442000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.081000,0.020000,0.000000,0.000000,19.530000,19.320000,11.030000,11.410000,0.000000,12.080000,10.640000,19.600000,19.300000
2472000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.020000,0.000000,0.000000,18.500000,18.490000,9.010000,9.790000,0.000000,10.960000,10.960000,20.760000,20.060000
5180000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.021000,0.000000,0.000000,12.890000,7.850000,5.440000,7.660000,0.000000,11.580000,5.230000,8.300000,12.900000
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.021000,0.490000,-0.750000,8.050000,1.400000,-0.750000,2.270000,0.000000,11.210000,3.250000,5.570000,12.650000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.021000,0.000000,0.000000,10.110000,3.680000,1.050000,5.860000,0.000000,8.930000,2.050000,4.710000,14.890000
