Channel Frequency(Hz),Power Level(dBm),Channel BW(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ Spectrum Meas Time,SM Violation(%) ,SMM(dB),SMM(dB)(-33MHz  -  -30MHz) ,SMM(dB)(-30MHz  -  -20MHz) ,SMM(dB)(-20MHz  -  -11MHz) ,SMM(dB)(-11MHz  -  9MHz) ,SMM(dB)(-9MHz  -  9MHz) ,SMM(dB)(9MHz  -  11MHz) ,SMM(dB)(11MHz  -  20MHz) ,SMM(20MHz  -  30Hz) ,SMM(30MHz  -  33MHz) 
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.026000,0.000000,0.000000,19.110000,19.750000,9.900000,9.990000,0.000000,11.150000,10.640000,19.530000,19.590000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.020000,0.000000,0.000000,19.400000,19.160000,9.610000,9.690000,0.000000,10.940000,10.420000,19.790000,19.750000
2472000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.020000,0.000000,0.000000,18.200000,18.450000,9.910000,9.990000,0.000000,11.280000,10.450000,19.880000,19.180000
5180000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.081000,0.021000,0.000000,0.000000,12.770000,9.540000,8.210000,9.180000,0.000000,9.200000,6.600000,9.780000,12.750000
5500000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.020000,0.850000,-1.720000,8.310000,1.570000,-1.720000,3.380000,0.000000,9.420000,3.110000,5.840000,12.490000
5700000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.083000,0.020000,0.000000,0.000000,11.390000,3.450000,0.830000,3.980000,0.000000,8.900000,1.290000,5.540000,13.030000
2412000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.020000,0.000000,0.000000,20.100000,20.530000,9.970000,9.870000,0.000000,11.410000,10.640000,20.670000,20.790000
2442000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.083000,0.020000,0.000000,0.000000,19.630000,19.890000,11.240000,11.210000,0.000000,11.560000,11.260000,20.210000,19.590000
2472000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.020000,0.000000,0.000000,19.100000,20.090000,13.730000,13.660000,0.000000,12.710000,11.940000,20.290000,20.410000
5180000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.020000,0.000000,0.000000,13.200000,9.670000,8.050000,9.030000,0.000000,9.830000,7.140000,10.320000,12.360000
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.020000,0.000000,0.000000,11.190000,5.650000,0.830000,5.220000,0.000000,11.950000,5.230000,8.930000,15.850000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.020000,0.000000,0.000000,12.520000,4.140000,1.710000,5.300000,0.000000,11.680000,3.000000,5.450000,13.710000
