Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ demod Meas Time,RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.169000,-33.360000,9.330000,11.100000,1.400000,0.950000,1.490000,-69.870000,-69.360000,-39.800000,0.010000,0.260000,0.360000,3.680000,3.680000,-21.000000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.083000,0.143000,-33.090000,8.760000,10.550000,0.910000,0.740000,1.220000,-69.840000,-70.190000,-37.240000,-0.040000,0.120000,0.390000,3.620000,3.560000,-14.000000
2472000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.146000,-32.910000,9.030000,10.720000,1.100000,0.680000,1.190000,-69.920000,-68.100000,-35.710000,0.020000,0.170000,0.410000,3.600000,3.630000,-15.000000
5180000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.143000,-26.910000,6.900000,8.580000,-1.780000,-2.100000,-1.490000,-69.900000,-69.350000,-36.410000,0.030000,0.110000,1.060000,3.470000,3.620000,3.000000
5500000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.135000,-22.900000,6.630000,7.660000,-0.840000,-1.050000,-0.450000,-69.670000,-69.820000,-54.320000,-0.030000,0.070000,1.080000,3.560000,3.610000,4.000000
5700000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.131000,-23.880000,4.860000,6.240000,-2.240000,-2.280000,-2.160000,-69.870000,-69.730000,-44.040000,0.090000,0.180000,1.000000,3.610000,3.680000,-2.000000
2412000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.083000,0.141000,-32.630000,9.230000,11.910000,1.280000,1.170000,1.380000,-69.910000,-70.850000,-39.770000,0.030000,0.220000,0.370000,3.700000,3.620000,-18.000000
2442000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.136000,-33.320000,8.660000,10.630000,1.060000,0.940000,1.140000,-69.990000,-68.680000,-37.250000,-0.040000,0.390000,0.380000,3.620000,3.580000,-17.000000
2472000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.126000,-33.150000,8.390000,10.470000,1.080000,0.960000,1.180000,-69.890000,-71.690000,-35.680000,0.020000,0.090000,0.410000,3.610000,3.570000,-18.000000
5180000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.128000,-27.000000,6.800000,8.530000,-1.590000,-1.830000,-1.480000,-69.930000,-70.240000,-35.720000,0.050000,0.120000,0.990000,3.500000,3.680000,2.000000
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.130000,-22.840000,6.050000,7.690000,-0.620000,-1.020000,-0.390000,-69.670000,-83.950000,-55.290000,-0.010000,0.070000,1.060000,3.560000,3.550000,-9.000000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.083000,0.170000,-24.300000,4.860000,5.890000,-2.250000,-2.330000,-2.100000,-69.940000,-73.880000,-44.470000,0.120000,0.200000,1.040000,3.610000,3.630000,3.000000
