Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ demod Meas Time,RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.149000,-33.470000,8.150000,10.220000,0.510000,0.210000,0.720000,3.750000,3.310000,-37.230000,0.000000,-0.280000,0.420000,3.690000,3.620000,-18.000000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.242000,0.178000,-33.360000,8.780000,10.160000,0.490000,0.400000,0.860000,3.770000,4.640000,-35.540000,0.030000,-0.220000,0.420000,3.600000,3.630000,-19.000000
2472000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.173000,-33.370000,7.660000,9.380000,0.350000,-0.110000,0.460000,3.730000,4.540000,-34.230000,0.030000,-0.210000,0.530000,3.600000,3.630000,-17.000000
5180000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.126000,-26.110000,7.610000,9.340000,-0.150000,-0.580000,-0.010000,3.640000,5.280000,-40.430000,-0.040000,-0.060000,1.360000,3.700000,3.700000,1.000000
5500000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.177000,-20.630000,6.910000,8.240000,0.090000,-0.180000,0.300000,3.990000,5.290000,-39.160000,-0.030000,-0.150000,1.260000,3.560000,3.560000,-12.000000
5700000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.177000,-20.340000,6.230000,7.190000,0.170000,-0.250000,0.280000,3.950000,0.680000,-35.780000,0.050000,-0.210000,1.390000,3.600000,3.560000,16.000000
2412000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.171000,-33.090000,8.640000,9.870000,0.460000,0.360000,0.640000,3.800000,3.910000,-38.710000,0.040000,-0.230000,0.400000,3.690000,3.690000,-14.000000
2442000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.283000,0.167000,-32.910000,8.550000,9.760000,0.440000,0.130000,0.790000,3.830000,0.170000,-34.270000,0.010000,-0.150000,0.440000,3.610000,3.620000,-21.000000
2472000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.169000,-33.120000,7.620000,9.310000,0.280000,-0.130000,0.560000,3.710000,4.770000,-33.130000,0.040000,-0.190000,0.470000,3.600000,3.610000,-17.000000
5180000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.120000,-26.300000,8.090000,9.480000,-0.010000,-0.290000,0.110000,3.750000,2.430000,-41.550000,-0.050000,-0.120000,1.430000,3.680000,3.690000,1.000000
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.171000,-20.630000,6.880000,8.090000,0.260000,-0.120000,0.500000,4.070000,-2.250000,-37.680000,0.000000,-0.340000,1.260000,3.540000,3.510000,16.000000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.170000,-20.680000,6.440000,7.640000,0.220000,0.160000,0.280000,3.860000,-4.310000,-35.350000,0.020000,-0.260000,1.390000,3.620000,3.620000,15.000000
