Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ demod Meas Time,RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.636000,0.148000,-22.810000,7.420000,9.010000,0.170000,0.030000,0.280000,-69.920000,-70.800000,-52.890000,0.030000,0.430000,1.250000,3.500000,3.460000,-12.000000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.596000,0.145000,-24.050000,8.100000,9.270000,0.930000,0.840000,1.010000,-70.040000,-66.040000,-46.520000,0.120000,0.960000,1.020000,3.610000,3.630000,-11.000000
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.558000,0.148000,-33.140000,9.160000,11.670000,1.230000,0.850000,1.330000,-70.070000,-69.770000,-40.000000,0.020000,0.270000,0.380000,3.720000,3.730000,-15.000000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.551000,0.165000,-33.270000,8.590000,10.430000,0.940000,0.690000,1.180000,-70.070000,-71.750000,-39.420000,0.030000,0.160000,0.320000,3.610000,3.610000,-19.000000
2472000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.535000,0.144000,-33.270000,8.790000,10.420000,0.960000,0.530000,1.050000,-70.060000,-71.500000,-43.960000,0.030000,-0.100000,0.420000,3.580000,3.550000,-18.000000
5180000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.548000,0.154000,-27.150000,8.620000,9.990000,0.470000,0.180000,0.800000,-70.120000,-68.450000,-44.680000,0.140000,-0.040000,1.080000,3.630000,3.550000,3.000000
5500000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.558000,0.165000,-22.630000,7.260000,9.080000,0.180000,0.050000,0.580000,-69.920000,-70.080000,-53.520000,0.010000,0.500000,1.110000,3.490000,3.500000,1.000000
5700000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.603000,0.149000,-24.330000,8.190000,9.480000,0.890000,0.830000,0.960000,-70.090000,-72.580000,-47.040000,0.140000,0.930000,0.940000,3.590000,3.650000,-11.000000
2412000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.737000,0.164000,-32.920000,9.410000,10.870000,1.290000,0.830000,1.420000,-70.060000,-69.180000,-41.050000,0.010000,0.140000,0.360000,3.710000,3.740000,-13.000000
2442000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.534000,0.145000,-33.300000,8.960000,11.080000,1.020000,0.710000,1.230000,-70.140000,-70.420000,-40.860000,0.020000,0.300000,0.420000,3.590000,3.590000,-21.000000
2472000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.605000,0.160000,-32.930000,9.120000,10.960000,1.020000,0.920000,1.170000,-70.170000,-70.730000,-43.160000,0.010000,-0.060000,0.410000,3.550000,3.590000,-18.000000
5180000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.552000,0.163000,-26.940000,8.980000,10.490000,0.600000,0.190000,0.880000,-70.030000,-71.270000,-44.140000,0.170000,-0.070000,1.110000,3.620000,3.600000,3.000000
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.805000,0.165000,-23.030000,7.580000,9.490000,0.120000,0.010000,0.240000,-69.910000,-76.270000,-53.630000,0.050000,0.490000,1.170000,3.490000,3.540000,-12.000000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.544000,0.160000,-24.440000,7.840000,9.270000,0.910000,0.800000,1.010000,-70.090000,-72.340000,-47.550000,0.110000,0.920000,1.050000,3.620000,3.620000,3.000000
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.560000,0.162000,-33.110000,9.010000,11.630000,1.240000,1.150000,1.310000,-70.080000,-68.670000,-39.750000,0.020000,0.170000,0.370000,3.720000,3.750000,-21.000000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.567000,0.168000,-33.510000,9.190000,10.440000,1.140000,1.090000,1.180000,-70.100000,-69.880000,-38.690000,0.020000,0.150000,0.360000,3.590000,3.570000,-21.000000
2472000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.599000,0.148000,-32.700000,8.830000,10.710000,1.010000,0.950000,1.060000,-70.100000,-70.810000,-42.670000,0.010000,-0.090000,0.420000,3.560000,3.590000,-21.000000
5180000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.548000,0.156000,-27.350000,8.370000,10.550000,0.260000,0.090000,0.720000,-70.060000,-72.380000,-43.540000,0.120000,-0.160000,1.110000,3.630000,3.660000,-3.000000
5500000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.620000,0.145000,-23.070000,7.440000,8.780000,0.090000,-0.030000,0.580000,-70.000000,-70.480000,-53.350000,0.050000,0.580000,1.030000,3.500000,3.510000,3.000000
5700000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.568000,0.159000,-24.280000,8.200000,9.800000,0.860000,0.800000,0.950000,-70.040000,-72.210000,-49.330000,0.140000,0.900000,1.020000,3.590000,3.680000,16.000000
2412000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.753000,0.163000,-32.890000,9.440000,10.790000,1.240000,0.670000,1.500000,-70.070000,-71.600000,-39.940000,0.020000,-0.010000,0.370000,3.720000,3.660000,-14.000000
2442000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.558000,0.150000,-33.420000,9.280000,10.550000,1.020000,0.640000,1.280000,-70.120000,-72.120000,-39.080000,0.020000,0.150000,0.380000,3.610000,3.580000,-14.000000
2472000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.601000,0.161000,-32.770000,9.040000,10.410000,1.020000,0.790000,1.220000,-70.060000,-70.700000,-43.800000,0.000000,-0.230000,0.430000,3.560000,3.610000,-18.000000
5180000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.630000,0.160000,-27.160000,7.980000,9.750000,0.660000,0.160000,0.820000,-70.110000,-73.820000,-45.050000,0.170000,-0.070000,0.980000,3.630000,3.590000,2.000000
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.695000,0.161000,-23.240000,7.050000,8.950000,0.100000,-0.020000,0.250000,-70.000000,-72.520000,-54.710000,0.060000,0.580000,1.230000,3.480000,3.490000,-9.000000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.863000,0.140000,-24.400000,7.840000,8.950000,0.920000,0.840000,1.010000,-70.120000,-77.390000,-48.530000,0.130000,0.920000,1.010000,3.600000,3.620000,3.000000
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,4.060000,0.141000,-33.110000,9.330000,11.390000,1.220000,0.800000,1.350000,-70.120000,-69.810000,-40.170000,0.010000,0.130000,0.340000,3.720000,3.750000,-15.000000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,10.427000,0.150000,-32.920000,8.460000,10.280000,0.920000,0.760000,1.200000,-70.110000,-69.870000,-40.840000,0.020000,0.290000,0.400000,3.580000,3.580000,-21.000000
2472000000.000000,0.000000,20000000.000000,6Mbps,OFDM,30.793000,0.000000,0.000000,15.000000,15.000000,15.000000,15.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
