Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ demod Meas Time,RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
2412000000.000000,15.000000,20000000.000000,4,Mixedmode,0.082000,0.107000,-27.260000,23.510000,24.920000,15.350000,14.940000,15.530000,-7.370000,-8.650000,-42.800000,0.080000,0.240000,0.640000,1.560000,1.580000,-19.000000
2442000000.000000,15.000000,20000000.000000,4,Mixedmode,0.081000,0.106000,-27.460000,22.920000,24.240000,15.180000,15.110000,15.310000,-7.400000,-8.980000,-42.590000,0.070000,0.310000,0.650000,1.650000,1.630000,-19.000000
2472000000.000000,15.000000,20000000.000000,4,Mixedmode,0.081000,0.114000,-29.550000,23.250000,24.510000,15.350000,15.290000,15.470000,-7.430000,-8.380000,-38.150000,0.060000,0.290000,0.550000,1.520000,1.530000,-19.000000
5180000000.000000,15.000000,20000000.000000,4,Mixedmode,0.081000,0.113000,-23.980000,22.160000,22.710000,15.270000,15.220000,15.320000,-7.460000,-5.510000,-45.890000,0.120000,1.250000,0.930000,1.450000,1.470000,-28.000000
5500000000.000000,15.000000,20000000.000000,4,Mixedmode,0.081000,0.100000,-19.950000,21.020000,21.850000,15.110000,15.060000,15.220000,-7.350000,-11.490000,-48.090000,-0.120000,0.080000,1.460000,1.390000,1.360000,-14.000000
5700000000.000000,15.000000,20000000.000000,4,Mixedmode,0.081000,0.113000,-17.900000,20.070000,20.590000,15.030000,14.980000,15.160000,-7.450000,-12.020000,-32.230000,-0.160000,0.480000,1.780000,1.440000,1.440000,10.000000
2412000000.000000,15.000000,20000000.000000,7,Mixedmode,0.082000,0.114000,-27.140000,23.720000,24.880000,15.390000,15.310000,15.470000,-7.490000,-6.740000,-43.460000,0.070000,0.190000,0.640000,1.560000,1.550000,-19.000000
2442000000.000000,15.000000,20000000.000000,7,Mixedmode,0.082000,0.110000,-27.440000,23.330000,24.090000,15.160000,15.090000,15.240000,-7.470000,-7.290000,-42.690000,0.080000,0.290000,0.610000,1.650000,1.670000,-19.000000
2472000000.000000,15.000000,20000000.000000,7,Mixedmode,0.081000,0.113000,-29.410000,23.460000,24.070000,15.360000,15.280000,15.500000,-7.530000,-10.010000,-35.380000,0.070000,0.300000,0.510000,1.540000,1.530000,-19.000000
5180000000.000000,15.000000,20000000.000000,7,Mixedmode,0.082000,0.111000,-24.140000,22.330000,23.020000,15.310000,15.240000,15.410000,-7.510000,-7.700000,-34.500000,0.150000,1.150000,1.040000,1.460000,1.420000,15.000000
5500000000.000000,15.000000,20000000.000000,7,Mixedmode,0.082000,0.111000,-20.380000,21.140000,21.540000,15.110000,15.030000,15.220000,-7.430000,-13.930000,-55.940000,-0.090000,0.070000,1.490000,1.370000,1.380000,-14.000000
5700000000.000000,15.000000,20000000.000000,7,Mixedmode,0.082000,0.103000,-18.980000,20.220000,20.650000,15.060000,15.000000,15.140000,-7.480000,-13.440000,-36.400000,-0.140000,0.530000,1.620000,1.420000,1.450000,10.000000
