Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ demod Meas Time,RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.146000,-33.250000,8.440000,10.370000,1.070000,0.670000,1.260000,-70.030000,-69.220000,-36.950000,0.020000,0.130000,0.360000,3.700000,3.700000,-17.000000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.122000,-33.810000,9.020000,10.250000,0.930000,0.530000,1.010000,-70.150000,-70.590000,-39.570000,0.030000,-0.140000,0.360000,3.610000,3.570000,-18.000000
2472000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.131000,-32.940000,8.570000,10.290000,0.910000,0.880000,1.010000,-70.110000,-70.250000,-34.000000,0.010000,-0.070000,0.450000,3.590000,3.620000,-18.000000
5180000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.081000,0.140000,-26.720000,8.540000,9.760000,0.550000,0.500000,0.580000,-70.240000,-68.790000,-43.760000,0.170000,-0.280000,1.210000,3.630000,3.550000,1.000000
5500000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.141000,-22.810000,7.470000,8.900000,0.320000,0.270000,0.410000,-69.870000,-75.090000,-50.940000,0.000000,0.220000,1.110000,3.490000,3.480000,-12.000000
5700000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.140000,-23.580000,8.120000,9.560000,0.730000,0.620000,0.800000,-70.170000,-70.090000,-39.160000,-0.020000,-1.130000,0.980000,3.570000,3.590000,16.000000
2412000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.146000,-33.380000,8.640000,10.960000,1.110000,0.990000,1.220000,-70.150000,-69.740000,-36.600000,0.020000,0.360000,0.390000,3.700000,3.700000,-15.000000
2442000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.128000,-33.490000,8.720000,10.260000,0.870000,0.760000,0.990000,-70.110000,-71.030000,-39.320000,0.030000,0.010000,0.420000,3.600000,3.610000,-21.000000
2472000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.081000,0.134000,-32.730000,8.580000,11.090000,0.850000,0.770000,0.920000,-70.170000,-71.250000,-34.120000,0.030000,-0.060000,0.380000,3.580000,3.530000,-18.000000
5180000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.153000,-27.140000,8.260000,9.630000,0.460000,0.380000,0.570000,-70.100000,-72.890000,-42.800000,0.150000,-0.340000,1.120000,3.640000,3.690000,-2.000000
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.125000,-22.650000,7.560000,9.100000,0.280000,0.140000,0.350000,-69.920000,-70.960000,-50.190000,-0.020000,0.240000,1.320000,3.470000,3.550000,-12.000000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.140000,-23.570000,8.100000,9.520000,0.740000,0.610000,0.830000,-70.090000,-66.400000,-38.970000,-0.060000,-1.160000,1.050000,3.590000,3.550000,16.000000
