Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ demod Meas Time,RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.083000,0.180000,-33.130000,8.940000,11.000000,1.330000,0.970000,1.440000,-70.270000,-70.300000,-39.680000,0.010000,0.080000,0.320000,3.720000,3.780000,-15.000000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.084000,0.154000,-33.800000,8.680000,10.580000,1.020000,0.670000,1.140000,-70.220000,-70.450000,-39.690000,0.030000,-0.070000,0.340000,3.600000,3.530000,-18.000000
2472000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.082000,0.146000,-32.950000,8.770000,10.240000,0.970000,0.930000,1.010000,-70.230000,-70.660000,-34.820000,-0.050000,0.000000,0.430000,3.570000,3.590000,-21.000000
5180000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.083000,0.168000,-26.870000,8.790000,10.270000,0.540000,0.470000,0.620000,-70.240000,-69.830000,-40.090000,0.140000,-0.360000,1.110000,3.640000,3.680000,3.000000
5500000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.082000,0.153000,-23.080000,7.210000,8.470000,0.070000,-0.170000,0.490000,-70.090000,-73.600000,-53.850000,0.050000,0.770000,0.950000,3.480000,3.520000,-12.000000
5700000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.082000,0.160000,-23.980000,7.700000,9.150000,0.760000,0.700000,0.840000,-70.240000,-70.970000,-52.410000,0.190000,0.240000,1.010000,3.580000,3.570000,3.000000
2412000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.082000,0.154000,-33.250000,9.010000,12.080000,1.230000,1.140000,1.290000,-70.270000,-70.870000,-39.330000,0.010000,0.240000,0.350000,3.720000,3.740000,-15.000000
2442000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.082000,0.152000,-33.750000,9.290000,11.040000,1.090000,1.000000,1.250000,-70.270000,-71.470000,-38.440000,0.010000,-0.270000,0.400000,3.600000,3.530000,-18.000000
2472000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.083000,0.161000,-32.620000,8.780000,11.130000,0.980000,0.890000,1.050000,-70.280000,-71.280000,-35.270000,-0.040000,-0.050000,0.440000,3.580000,3.650000,-19.000000
5180000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.082000,0.174000,-26.880000,8.810000,11.220000,0.520000,-0.010000,0.750000,-70.250000,-71.870000,-40.330000,0.180000,-0.360000,1.100000,3.600000,3.600000,1.000000
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.082000,0.162000,-23.160000,7.350000,9.410000,-0.020000,-0.120000,0.040000,-70.080000,-72.090000,-54.640000,0.060000,0.720000,1.050000,3.470000,3.470000,-9.000000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.082000,0.163000,-23.940000,8.280000,10.020000,0.780000,0.680000,0.900000,-70.290000,-72.130000,-51.240000,0.190000,0.260000,0.970000,3.560000,3.540000,3.000000
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.082000,0.140000,-33.230000,8.690000,10.070000,1.190000,1.160000,1.260000,-70.230000,-69.200000,-39.460000,0.030000,0.110000,0.350000,3.730000,3.670000,-14.000000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.082000,0.151000,-33.770000,8.810000,10.270000,1.070000,1.020000,1.110000,-70.240000,-71.160000,-39.110000,0.020000,-0.010000,0.400000,3.600000,3.620000,-17.000000
2472000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.082000,0.142000,-32.850000,8.290000,9.340000,0.930000,0.900000,0.970000,-70.240000,-68.950000,-34.710000,-0.040000,-0.060000,0.400000,3.590000,3.570000,-14.000000
5180000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.082000,0.153000,-27.020000,8.360000,10.530000,0.520000,0.130000,0.610000,-70.290000,-70.150000,-40.200000,0.170000,-0.290000,1.110000,3.640000,3.610000,10.000000
5500000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.082000,0.151000,-22.970000,7.350000,8.650000,0.100000,-0.130000,0.500000,-70.130000,-74.200000,-54.670000,0.060000,0.780000,1.150000,3.500000,3.550000,-9.000000
5700000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.082000,0.155000,-24.180000,8.070000,9.390000,0.740000,0.670000,0.830000,-70.190000,-72.730000,-48.470000,0.200000,0.240000,1.020000,3.540000,3.520000,2.000000
2412000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.082000,0.147000,-33.400000,9.100000,11.390000,1.200000,1.110000,1.360000,-70.290000,-71.470000,-39.970000,0.010000,0.040000,0.390000,3.720000,3.720000,-15.000000
2442000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.082000,0.173000,-33.020000,8.840000,11.290000,1.050000,0.650000,1.220000,-70.260000,-70.270000,-39.370000,0.020000,-0.130000,0.390000,3.600000,3.650000,-19.000000
2472000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.083000,0.156000,-32.680000,8.730000,10.360000,0.970000,0.860000,1.080000,-70.230000,-70.850000,-34.580000,-0.040000,-0.020000,0.440000,3.580000,3.620000,-19.000000
5180000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.083000,0.148000,-27.050000,8.260000,9.590000,0.570000,0.500000,0.720000,-70.250000,-73.880000,-41.060000,0.150000,-0.310000,1.140000,3.670000,3.640000,10.000000
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.084000,0.148000,-22.660000,7.490000,9.350000,0.320000,-0.070000,0.480000,-70.140000,-71.210000,-52.410000,0.050000,0.780000,1.330000,3.480000,3.460000,3.000000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.085000,0.141000,-24.360000,7.710000,8.790000,0.710000,0.630000,0.830000,-70.190000,-76.180000,-50.540000,0.120000,0.230000,0.950000,3.580000,3.660000,2.000000
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.085000,0.171000,-33.050000,9.020000,10.500000,1.180000,1.130000,1.220000,-70.220000,-71.960000,-40.030000,0.010000,-0.010000,0.340000,3.710000,3.740000,-15.000000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.084000,0.169000,-33.510000,8.710000,10.390000,1.010000,0.630000,1.130000,-70.280000,-69.690000,-39.280000,0.010000,0.020000,0.340000,3.590000,3.600000,-21.000000
2472000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.083000,0.153000,-32.800000,8.610000,9.620000,0.950000,0.890000,1.030000,-70.230000,-69.040000,-34.330000,-0.040000,-0.050000,0.390000,3.580000,3.590000,-17.000000
5180000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.084000,0.145000,-26.940000,8.260000,10.610000,0.540000,0.440000,0.590000,-70.200000,-69.640000,-41.110000,0.160000,-0.280000,1.150000,3.620000,3.710000,10.000000
5500000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.083000,0.162000,-22.890000,7.330000,9.050000,0.180000,-0.180000,0.420000,-70.170000,-74.940000,-51.490000,0.050000,0.770000,1.260000,3.490000,3.540000,-12.000000
5700000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.085000,0.150000,-24.390000,7.960000,8.770000,0.690000,0.610000,0.760000,-70.320000,-72.530000,-56.160000,0.190000,0.260000,1.010000,3.600000,3.650000,3.000000
2412000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.084000,0.157000,-33.430000,9.060000,10.960000,1.220000,1.090000,1.290000,-70.280000,-69.710000,-38.670000,0.030000,0.160000,0.360000,3.730000,3.660000,-14.000000
2442000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.085000,0.150000,-33.590000,8.720000,10.720000,1.080000,0.970000,1.190000,-70.320000,-71.420000,-38.530000,0.030000,0.030000,0.350000,3.610000,3.610000,-18.000000
2472000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.084000,0.163000,-33.120000,9.070000,10.470000,0.970000,0.840000,1.060000,-70.270000,-69.280000,-34.450000,-0.040000,0.000000,0.380000,3.600000,3.580000,-14.000000
5180000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.085000,0.158000,-26.910000,8.770000,10.550000,0.530000,0.420000,0.660000,-70.320000,-71.480000,-41.020000,0.160000,-0.260000,1.060000,3.640000,3.660000,3.000000
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.083000,0.150000,-22.660000,7.270000,8.920000,0.330000,-0.190000,0.560000,-70.090000,-69.100000,-53.930000,0.050000,0.780000,1.260000,3.500000,3.540000,3.000000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,2.083000,0.137000,-24.440000,7.860000,8.900000,0.720000,0.630000,0.820000,-70.270000,-76.220000,-50.060000,0.210000,0.280000,1.030000,3.570000,3.680000,-2.000000
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.083000,0.145000,-33.300000,9.380000,10.860000,1.180000,1.130000,1.220000,-70.280000,-70.030000,-39.460000,0.020000,0.210000,0.420000,3.720000,3.790000,-17.000000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,2.083000,0.150000,-33.490000,8.920000,10.260000,1.040000,0.990000,1.080000,-70.300000,-71.020000,-39.800000,0.020000,0.060000,0.380000,3.590000,3.590000,-21.000000
2472000000.000000,0.000000,20000000.000000,6Mbps,OFDM,2.085000,0.000000,0.000000,15.000000,15.000000,15.000000,15.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
