Channel Frequency(Hz),Power Level(dBm),Channel BW(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ Spectrum Meas Time,SM Violation(%) ,SMM(dB),SMM(dB)(-33MHz  -  -30MHz) ,SMM(dB)(-30MHz  -  -20MHz) ,SMM(dB)(-20MHz  -  -11MHz) ,SMM(dB)(-11MHz  -  9MHz) ,SMM(dB)(-9MHz  -  9MHz) ,SMM(dB)(9MHz  -  11MHz) ,SMM(dB)(11MHz  -  20MHz) ,SMM(20MHz  -  33MHz) 
2412000000.000000,0.000000,20000000.000000,MCS 4,Mixedmode,0.082000,0.020000,0.000000,0.000000,13.890000,14.700000,8.670000,8.950000,0.000000,9.040000,9.120000,15.400000,14.050000
2442000000.000000,0.000000,20000000.000000,MCS 4,Mixedmode,0.082000,0.020000,0.000000,0.000000,14.330000,14.670000,8.310000,7.860000,0.000000,9.180000,9.510000,15.520000,14.810000
2472000000.000000,0.000000,20000000.000000,MCS 4,Mixedmode,0.082000,0.020000,0.000000,0.000000,13.630000,13.890000,7.790000,7.510000,0.000000,9.330000,9.500000,15.590000,14.440000
5180000000.000000,0.000000,20000000.000000,MCS 4,Mixedmode,0.083000,0.021000,0.000000,0.000000,6.650000,6.500000,4.270000,8.010000,0.000000,7.720000,4.860000,5.960000,7.700000
5500000000.000000,0.000000,20000000.000000,MCS 4,Mixedmode,0.082000,0.020000,4.700000,-2.770000,0.070000,-0.030000,-2.770000,3.070000,0.000000,5.280000,0.240000,0.110000,1.900000
5700000000.000000,0.000000,20000000.000000,MCS 4,Mixedmode,0.082000,0.020000,5.180000,-2.720000,-0.280000,-1.110000,-2.170000,3.470000,0.000000,4.850000,-2.720000,-0.620000,1.880000
2412000000.000000,0.000000,20000000.000000,MCS 7,Mixedmode,0.082000,0.020000,0.000000,0.000000,13.890000,14.940000,8.550000,8.370000,0.000000,8.190000,7.580000,15.360000,14.280000
2442000000.000000,0.000000,20000000.000000,MCS 7,Mixedmode,0.082000,0.021000,0.000000,0.000000,14.420000,14.960000,8.390000,8.220000,0.000000,8.240000,7.690000,15.670000,14.450000
2472000000.000000,0.000000,20000000.000000,MCS 7,Mixedmode,0.082000,0.021000,0.000000,0.000000,12.680000,14.120000,7.980000,8.330000,0.000000,8.530000,7.740000,14.520000,14.020000
5180000000.000000,0.000000,20000000.000000,MCS 7,Mixedmode,0.082000,0.021000,0.000000,0.000000,6.470000,5.600000,3.430000,8.320000,0.000000,7.450000,3.560000,6.140000,6.370000
5500000000.000000,0.000000,20000000.000000,MCS 7,Mixedmode,0.082000,0.022000,4.760000,-2.370000,-0.040000,-0.650000,-2.370000,2.610000,0.000000,6.430000,0.050000,0.620000,2.850000
5700000000.000000,0.000000,20000000.000000,MCS 7,Mixedmode,0.082000,0.020000,7.130000,-3.740000,0.400000,-0.990000,-3.100000,2.950000,0.000000,3.980000,-3.740000,-0.740000,0.670000
