Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ demod Meas Time,RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
2412000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.098000,-31.810000,8.770000,10.910000,0.760000,0.680000,0.860000,-70.130000,-71.420000,-36.460000,0.010000,0.030000,0.360000,3.690000,3.770000,-16.000000
2442000000.000000,0.000000,20000000.000000,4,Mixedmode,0.081000,0.094000,-32.470000,8.650000,10.760000,0.730000,0.640000,0.820000,-70.210000,-70.350000,-38.350000,0.020000,0.220000,0.380000,3.600000,3.570000,-21.000000
2472000000.000000,0.000000,20000000.000000,4,Mixedmode,0.081000,0.098000,-31.910000,8.580000,10.340000,0.890000,0.820000,0.990000,-70.270000,-70.040000,-47.650000,-0.030000,-0.040000,0.420000,3.590000,3.530000,-17.000000
5180000000.000000,0.000000,20000000.000000,4,Mixedmode,0.081000,0.109000,-26.240000,8.840000,10.340000,0.280000,0.210000,0.400000,-70.040000,-70.490000,-41.060000,0.060000,-0.310000,1.100000,3.530000,3.550000,15.000000
5500000000.000000,0.000000,20000000.000000,4,Mixedmode,0.083000,0.095000,-22.320000,7.150000,8.830000,-0.170000,-0.590000,0.130000,-70.090000,-73.840000,-41.550000,0.060000,-0.070000,1.150000,3.350000,3.310000,2.000000
5700000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.095000,-23.500000,8.090000,8.980000,0.490000,0.370000,0.600000,-70.030000,-69.510000,-40.620000,0.120000,0.100000,0.860000,3.430000,3.420000,2.000000
2412000000.000000,0.000000,20000000.000000,7,Mixedmode,0.081000,0.092000,-31.620000,8.950000,11.060000,0.740000,0.650000,0.800000,-70.220000,-70.770000,-36.210000,0.020000,-0.060000,0.340000,3.680000,3.720000,-18.000000
2442000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.095000,-32.760000,8.850000,10.050000,0.660000,0.600000,0.740000,-70.200000,-71.410000,-39.190000,0.020000,0.060000,0.410000,3.580000,3.550000,-18.000000
2472000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.107000,-32.540000,8.720000,10.050000,0.840000,0.750000,0.930000,-70.190000,-71.120000,-45.810000,-0.060000,-0.270000,0.460000,3.630000,3.670000,-16.000000
5180000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.103000,-26.260000,8.900000,9.790000,0.190000,0.070000,0.340000,-70.280000,-70.010000,-40.470000,0.120000,-0.320000,1.040000,3.470000,3.390000,1.000000
5500000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.104000,-22.450000,7.560000,8.950000,-0.180000,-0.570000,0.060000,-70.000000,-71.710000,-40.810000,0.030000,-0.160000,1.110000,3.350000,3.470000,2.000000
5700000000.000000,0.000000,20000000.000000,7,Mixedmode,0.081000,0.103000,-23.430000,8.410000,9.530000,0.540000,0.480000,0.610000,-70.070000,-72.820000,-40.050000,0.170000,0.030000,0.980000,3.420000,3.290000,3.000000
