Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ demod Meas Time,RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
2412000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.100000,-33.100000,8.760000,10.450000,0.800000,0.720000,0.930000,-53.060000,-52.570000,-55.910000,0.000000,-0.260000,0.370000,3.650000,3.670000,-18.000000
2442000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.108000,-32.890000,8.570000,10.510000,0.580000,0.530000,0.740000,-53.160000,-53.720000,-37.780000,0.030000,-0.030000,0.400000,3.580000,3.600000,-19.000000
2472000000.000000,0.000000,20000000.000000,4,Mixedmode,0.083000,0.103000,-32.610000,8.810000,10.500000,0.700000,0.650000,0.870000,-53.220000,-54.010000,-37.740000,-0.020000,-0.190000,0.450000,3.590000,3.510000,-18.000000
5180000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.108000,-25.230000,8.470000,10.070000,0.120000,0.030000,0.240000,-53.030000,-56.310000,-59.060000,0.070000,-0.350000,1.150000,3.450000,3.560000,2.000000
5500000000.000000,0.000000,20000000.000000,4,Mixedmode,0.082000,0.109000,-20.640000,7.060000,8.210000,-0.050000,-0.140000,0.040000,-52.760000,-59.800000,-49.850000,0.110000,-0.240000,1.310000,3.340000,3.350000,14.000000
5700000000.000000,0.000000,20000000.000000,4,Mixedmode,0.081000,0.094000,-19.830000,6.440000,7.390000,0.040000,-0.060000,0.130000,-52.940000,-61.520000,-40.620000,0.150000,0.870000,1.450000,3.240000,3.130000,27.000000
2412000000.000000,0.000000,20000000.000000,7,Mixedmode,0.081000,0.108000,-33.040000,8.680000,10.830000,0.800000,0.700000,0.880000,-53.200000,-52.680000,-56.990000,0.040000,0.110000,0.320000,3.660000,3.650000,-18.000000
2442000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.103000,-32.690000,8.860000,10.310000,0.580000,0.500000,0.640000,-53.100000,-52.700000,-38.270000,0.020000,-0.150000,0.400000,3.560000,3.570000,-20.000000
2472000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.110000,-31.910000,8.750000,10.520000,0.700000,0.630000,0.760000,-53.020000,-52.070000,-37.060000,-0.040000,-0.140000,0.430000,3.590000,3.630000,-20.000000
5180000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.109000,-25.050000,8.550000,9.450000,0.160000,0.090000,0.290000,-53.150000,-55.940000,-57.150000,0.070000,-0.340000,1.170000,3.530000,3.540000,2.000000
5500000000.000000,0.000000,20000000.000000,7,Mixedmode,0.082000,0.108000,-20.900000,7.260000,8.260000,-0.050000,-0.110000,0.010000,-52.790000,-61.390000,-53.500000,0.120000,-0.320000,1.430000,3.360000,3.360000,14.000000
5700000000.000000,0.000000,20000000.000000,7,Mixedmode,0.083000,0.107000,-20.230000,6.610000,7.570000,0.040000,-0.020000,0.130000,-52.920000,-56.160000,-39.940000,0.130000,0.780000,1.450000,3.250000,3.120000,27.000000
