Channel Frequency(Hz),Power Level(dBm),Channel BW(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ Spectrum Meas Time,SM Violation(%) ,SMM(dB),SMM(dB)(-33MHz  -  -30MHz) ,SMM(dB)(-30MHz  -  -20MHz) ,SMM(dB)(-20MHz  -  -11MHz) ,SMM(dB)(-11MHz  -  9MHz) ,SMM(dB)(-9MHz  -  9MHz) ,SMM(dB)(9MHz  -  11MHz) ,SMM(dB)(11MHz  -  20MHz) ,SMM(20MHz  -  33MHz) 
2412000000.000000,15.000000,20000000.000000,MCS 4,Mixedmode,0.302000,0.024000,0.000000,0.000000,11.360000,11.320000,7.710000,7.310000,0.000000,9.070000,8.960000,12.650000,11.960000
5180000000.000000,15.000000,20000000.000000,MCS 4,Mixedmode,0.302000,0.022000,0.000000,0.000000,8.800000,8.650000,6.190000,6.170000,0.000000,7.040000,5.180000,6.340000,5.950000
5700000000.000000,15.000000,20000000.000000,MCS 4,Mixedmode,0.302000,0.038000,0.000000,0.000000,4.950000,1.300000,1.280000,3.390000,0.000000,5.030000,3.330000,5.220000,7.070000
2412000000.000000,15.000000,20000000.000000,MCS 7,Mixedmode,0.302000,0.026000,0.000000,0.000000,8.200000,8.310000,5.920000,6.050000,0.000000,6.900000,6.040000,10.180000,9.220000
5180000000.000000,15.000000,20000000.000000,MCS 7,Mixedmode,0.302000,0.024000,0.000000,0.000000,4.490000,4.470000,3.860000,5.270000,0.000000,4.890000,3.270000,3.210000,3.340000
5700000000.000000,15.000000,20000000.000000,MCS 7,Mixedmode,0.302000,0.045000,0.000000,0.000000,5.470000,1.390000,1.070000,3.470000,0.000000,5.190000,3.420000,5.020000,7.320000
