Channel Frequency(Hz),Power Level(dBm),Channel BW(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ Spectrum Meas Time,SM Violation(%) ,SMM(dB),SMM(-33MHz  -  -22MHz) ,SMM(-22MHz  -  -11MHz) ,SMM(-11MHz  -  11MHz) ,SMM(11MHz  -  22MHz) ,SMM(22MHz  -  33MHz) 
2437000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.002000,0.019000,0.000000,0.000000,6.800000,26.270000,0.000000,25.590000,6.650000
2442000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.029000,0.019000,0.000000,0.000000,13.090000,29.320000,0.000000,28.680000,12.960000
2442000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.014000,0.000000,0.000000,12.550000,29.270000,0.000000,29.290000,12.440000
2442000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,11.780000,29.590000,0.000000,28.700000,12.180000
2442000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,12.840000,30.220000,0.000000,29.130000,12.120000
2442000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,9.330000,29.000000,0.000000,28.580000,10.450000
2442000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.380000,28.790000,0.000000,27.600000,10.160000
2442000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,9.810000,28.430000,0.000000,27.820000,9.200000
2442000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,8.610000,27.230000,0.000000,27.350000,8.050000
2442000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,6.690000,26.370000,0.000000,26.240000,6.900000
2447000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.030000,0.018000,0.000000,0.000000,12.950000,29.400000,0.000000,28.790000,13.050000
2447000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.016000,0.000000,0.000000,11.440000,29.020000,0.000000,28.860000,12.710000
2447000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,12.530000,28.940000,0.000000,29.240000,11.440000
2447000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,12.170000,28.500000,0.000000,29.290000,11.900000
2447000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.080000,28.800000,0.000000,28.260000,10.590000
2447000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,8.930000,27.800000,0.000000,28.100000,9.770000
2447000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,8.980000,27.560000,0.000000,27.210000,8.630000
2447000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,8.320000,26.660000,0.000000,26.880000,7.620000
2447000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,6.810000,25.590000,0.000000,25.640000,6.670000
2452000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.030000,0.018000,0.000000,0.000000,13.040000,30.110000,0.000000,29.910000,12.540000
2452000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.014000,0.000000,0.000000,13.710000,29.950000,0.000000,29.960000,12.730000
2452000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,13.010000,29.270000,0.000000,29.210000,12.330000
2452000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.014000,0.000000,0.000000,12.220000,29.390000,0.000000,29.110000,12.110000
2452000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,9.930000,28.710000,0.000000,28.270000,9.820000
2452000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,10.140000,27.630000,0.000000,27.870000,9.510000
2452000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,8.990000,27.090000,0.000000,27.180000,8.250000
2452000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,8.410000,27.090000,0.000000,26.530000,7.850000
2452000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,6.570000,25.420000,0.000000,25.870000,6.450000
2457000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.031000,0.018000,0.000000,0.000000,13.070000,29.130000,0.000000,28.990000,12.990000
2457000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,12.820000,28.300000,0.000000,28.910000,11.940000
2457000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,12.510000,29.250000,0.000000,28.230000,12.290000
2457000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.900000,28.300000,0.000000,28.010000,11.280000
2457000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,9.960000,27.990000,0.000000,27.820000,9.130000
2457000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,9.450000,27.920000,0.000000,27.290000,8.910000
2457000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,8.510000,26.030000,0.000000,26.880000,8.090000
2457000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,8.270000,26.990000,0.000000,25.710000,7.360000
2457000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,6.300000,25.370000,0.000000,25.630000,6.030000
2462000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.030000,0.018000,0.000000,0.000000,12.980000,29.150000,0.000000,29.650000,12.920000
2462000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.015000,0.000000,0.000000,12.880000,28.480000,0.000000,29.480000,12.040000
2462000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.015000,0.000000,0.000000,12.740000,29.980000,0.000000,29.770000,13.060000
2462000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.014000,0.000000,0.000000,12.380000,29.260000,0.000000,29.000000,11.720000
2462000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,12.410000,28.300000,0.000000,28.480000,11.470000
2462000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.014000,0.000000,0.000000,9.210000,28.550000,0.000000,28.170000,9.110000
2462000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,8.590000,27.370000,0.000000,27.450000,8.640000
2462000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,7.850000,26.880000,0.000000,26.840000,7.950000
2462000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.014000,0.000000,0.000000,6.820000,26.500000,0.000000,25.930000,6.640000
2467000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.032000,0.017000,0.000000,0.000000,13.470000,29.390000,0.000000,29.360000,13.360000
2467000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.016000,0.000000,0.000000,12.820000,28.200000,0.000000,28.970000,11.960000
2467000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,12.350000,29.570000,0.000000,29.240000,12.430000
2467000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,12.410000,28.190000,0.000000,28.840000,12.140000
2467000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.100000,28.820000,0.000000,28.740000,11.930000
2467000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,9.530000,27.030000,0.000000,27.350000,9.950000
2467000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,8.200000,27.460000,0.000000,27.170000,8.740000
2467000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,7.740000,27.240000,0.000000,26.820000,7.320000
2467000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,6.850000,24.940000,0.000000,25.670000,6.340000
2472000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.031000,0.017000,0.000000,0.000000,12.340000,29.100000,0.000000,29.670000,12.760000
2472000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.016000,0.000000,0.000000,11.820000,28.590000,0.000000,28.280000,12.480000
2472000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.002000,0.019000,0.000000,0.000000,12.710000,29.010000,0.000000,29.450000,12.080000
2472000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.016000,0.000000,0.000000,12.410000,28.530000,0.000000,29.240000,11.500000
2472000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,12.220000,28.770000,0.000000,28.970000,11.230000
2472000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.370000,27.140000,0.000000,27.210000,9.050000
2472000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,9.170000,27.190000,0.000000,27.010000,8.310000
2472000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.002000,0.015000,0.000000,0.000000,7.540000,27.200000,0.000000,26.540000,7.420000
2472000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,6.510000,25.650000,0.000000,26.030000,6.170000
