Channel Frequency(Hz),Power Level(dBm),Channel BW(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ Spectrum Meas Time,SM Violation(%) ,SMM(dB),SMM(dB)(-33MHz  -  -30MHz) ,SMM(dB)(-30MHz  -  -20MHz) ,SMM(dB)(-20MHz  -  -11MHz) ,SMM(dB)(-11MHz  -  9MHz) ,SMM(dB)(-9MHz  -  9MHz) ,SMM(dB)(9MHz  -  11MHz) ,SMM(dB)(11MHz  -  20MHz) ,SMM(20MHz  -  33MHz) 
2412000000.000000,15.000000,20000000.000000,MCS 4,Mixedmode,0.302000,0.033000,0.000000,0.000000,6.910000,5.070000,4.130000,4.770000,0.000000,3.580000,1.110000,2.620000,1.960000
5180000000.000000,15.000000,20000000.000000,MCS 4,Mixedmode,0.302000,0.108000,0.000000,0.000000,4.170000,3.960000,3.780000,5.300000,0.000000,4.750000,2.710000,3.420000,3.010000
5700000000.000000,15.000000,20000000.000000,MCS 4,Mixedmode,0.302000,0.119000,0.000000,0.000000,4.300000,1.710000,1.490000,3.550000,0.000000,4.770000,3.010000,4.800000,6.410000
2412000000.000000,15.000000,20000000.000000,MCS 7,Mixedmode,0.302000,0.072000,0.000000,0.000000,7.010000,5.120000,4.090000,4.810000,0.000000,3.440000,0.880000,2.760000,2.460000
5180000000.000000,15.000000,20000000.000000,MCS 7,Mixedmode,0.302000,0.063000,0.000000,0.000000,4.340000,3.980000,3.530000,5.340000,0.000000,4.740000,2.640000,3.260000,3.180000
5700000000.000000,15.000000,20000000.000000,MCS 7,Mixedmode,0.302000,0.084000,0.000000,0.000000,4.850000,1.940000,1.430000,3.880000,0.000000,5.120000,3.150000,4.760000,6.860000
