Channel Frequency(Hz),Power Level(dBm),Channel BW(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ Spectrum Meas Time,SM Violation(%) ,SMM(dB),SMM(dB)(-33MHz  -  -30MHz) ,SMM(dB)(-30MHz  -  -20MHz) ,SMM(dB)(-20MHz  -  -11MHz) ,SMM(dB)(-11MHz  -  9MHz) ,SMM(dB)(-9MHz  -  9MHz) ,SMM(dB)(9MHz  -  11MHz) ,SMM(dB)(11MHz  -  20MHz) ,SMM(20MHz  -  33MHz) 
2412000000.000000,15.000000,20000000.000000,MCS 4,Mixedmode,0.302000,0.019000,0.000000,0.000000,10.960000,10.100000,7.800000,6.360000,0.000000,8.450000,7.080000,7.770000,11.700000
5180000000.000000,15.000000,20000000.000000,MCS 4,Mixedmode,0.302000,0.019000,0.000000,0.000000,8.520000,7.910000,5.160000,6.640000,0.000000,6.950000,5.020000,5.280000,7.080000
5700000000.000000,15.000000,20000000.000000,MCS 4,Mixedmode,0.302000,0.019000,0.000000,0.000000,13.320000,7.070000,5.570000,5.060000,0.000000,9.000000,7.570000,10.170000,14.590000
2412000000.000000,15.000000,20000000.000000,MCS 7,Mixedmode,0.302000,0.020000,0.000000,0.000000,11.960000,11.340000,7.930000,8.170000,0.000000,10.420000,8.460000,9.380000,10.260000
5180000000.000000,15.000000,20000000.000000,MCS 7,Mixedmode,0.302000,0.019000,0.000000,0.000000,7.300000,6.790000,6.800000,7.330000,0.000000,8.210000,5.530000,5.600000,5.470000
5700000000.000000,15.000000,20000000.000000,MCS 7,Mixedmode,0.302000,0.019000,0.000000,0.000000,9.350000,3.850000,4.130000,7.560000,0.000000,9.030000,5.750000,6.850000,9.600000
