Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time(s),IQ demod Meas Time(s),RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
2472000000,16,20000000,12Mbps,OFDM,0.003,0.016,-37.24,23.27,23.66,15.59,15.27,15.78,-9.96,-9.64,-40.06,0.01,0.04,0.28,1.23,1.23,26
2472000000,18,20000000,12Mbps,OFDM,0.003,0.016,-36.26,23.87,24.38,16.04,16.01,16.11,-10.08,-9.49,-39,0,0.05,0.24,1.22,1.2,26
2472000000,19,20000000,12Mbps,OFDM,0.003,0.017,-36.11,23.91,24.39,16.06,15.96,16.12,-9.96,-10.99,-38.19,0,-0.01,0.38,1.23,1.24,26
2412000000,4,20000000,24Mbps,OFDM,0.03,0.02,-41.48,12.33,12.73,3.33,3.21,3.46,-9.9,-9.28,-37.87,0.01,-0.16,0.27,1.21,1.22,26
2412000000,6,20000000,24Mbps,OFDM,0.003,0.022,-40.04,13.68,16.05,5.63,5.5,5.75,-10.07,-9.17,-35.3,-0.01,-0.14,0.29,1.18,1.18,26
2412000000,8,20000000,24Mbps,OFDM,0.004,0.018,-41.41,15.51,17.39,7.95,7.88,8.02,-9.94,-9.64,-56.28,-0.02,-0.12,0.3,1.18,1.18,26
2412000000,10,20000000,24Mbps,OFDM,0.002,0.018,-40.58,18.1,20.1,9.86,9.82,9.88,-9.95,-9.66,-37.87,0,-0.02,0.3,1.17,1.16,26
2412000000,12,20000000,24Mbps,OFDM,0.002,0.018,-37.57,20.16,21.72,11.7,11.63,11.74,-9.98,-9.77,-38.15,-0.02,0.13,0.31,1.17,1.19,26
2412000000,14,20000000,24Mbps,OFDM,0.004,0.018,-37.98,21.31,23.51,13.34,13.21,13.44,-10.01,-10.52,-52.96,-0.01,0.03,0.28,1.18,1.2,26
2412000000,16,20000000,24Mbps,OFDM,0.003,0.018,-36.3,23.04,24.12,15.2,15.12,15.28,-10.01,-7.95,-42.03,-0.01,0.05,0.3,1.16,1.14,26
2412000000,18,20000000,24Mbps,OFDM,0.003,0.018,-35.05,23.7,24.44,15.95,15.93,15.97,-9.94,-11.26,-50.42,0,0.02,0.27,1.17,1.18,26
2412000000,19,20000000,24Mbps,OFDM,0.003,0.018,-35.14,23.91,24.16,15.96,15.75,16.09,-10.03,-7.21,-37.98,-0.02,0.13,0.36,1.16,1.15,26
2417000000,4,20000000,24Mbps,OFDM,0.03,0.023,-42.27,12.33,13.51,3.38,3.34,3.4,-9.97,-10.02,-51.57,0.01,-0.2,0.24,1.24,1.25,26
2417000000,6,20000000,24Mbps,OFDM,0.003,0.019,-42.12,14.3,15.83,5.74,5.66,5.8,-10.01,-10.71,-34.35,-0.01,-0.18,0.2,1.23,1.25,26
2417000000,8,20000000,24Mbps,OFDM,0.003,0.019,-41.8,15.97,17.22,7.91,7.81,7.99,-9.99,-10.06,-34.84,-0.02,-0.11,0.21,1.21,1.21,26
2417000000,10,20000000,24Mbps,OFDM,0.003,0.017,-40.86,18.87,19.16,9.92,9.89,9.95,-10,-10.33,-34.27,-0.01,-0.04,0.22,1.21,1.22,26
2417000000,12,20000000,24Mbps,OFDM,0.003,0.016,-38.51,19.72,21.75,11.63,11.51,11.69,-9.95,-9.81,-36.79,-0.02,0.07,0.25,1.21,1.2,26
2417000000,14,20000000,24Mbps,OFDM,0.004,0.017,-38.37,21.49,22.45,13.34,13.26,13.49,-9.99,-10.27,-36.86,-0.02,0.03,0.26,1.2,1.18,26
2417000000,16,20000000,24Mbps,OFDM,0.003,0.016,-35.91,23.82,24.08,15.31,15.26,15.36,-9.94,-6.61,-41.94,-0.01,0.02,0.26,1.21,1.19,26
2417000000,18,20000000,24Mbps,OFDM,0.003,0.017,-30.58,23.93,24.52,17.17,16.9,17.32,-9.95,-11.64,-34.41,-0.01,0.02,0.46,1.22,1.22,25
2417000000,19,20000000,24Mbps,OFDM,0.003,0.018,-35.01,23.61,24.03,16.21,16,16.34,-10.01,-8.85,-37.73,-0.01,0.05,0.29,1.21,1.2,26
2422000000,4,20000000,24Mbps,OFDM,0.032,0.02,-41.96,11.76,13.23,3.29,3.22,3.41,-9.96,-9.5,-38.26,0.01,-0.22,0.22,1.2,1.19,26
2422000000,6,20000000,24Mbps,OFDM,0.003,0.02,-41.61,14.05,15.79,5.82,5.78,5.86,-9.94,-9.79,-43.05,0,-0.24,0.21,1.23,1.21,26
2422000000,8,20000000,24Mbps,OFDM,0.003,0.019,-41.68,16.89,17.38,7.99,7.86,8.07,-9.97,-10.05,-43.24,0,-0.21,0.21,1.2,1.19,26
2422000000,10,20000000,24Mbps,OFDM,0.003,0.02,-40.65,18.93,19.4,9.89,9.81,9.97,-10.02,-9.1,-42.91,0,-0.17,0.26,1.18,1.21,26
2422000000,12,20000000,24Mbps,OFDM,0.003,0.02,-40.28,20.3,21.2,11.58,11.5,11.66,-9.95,-11.33,-38.8,-0.01,-0.03,0.18,1.18,1.16,26
2422000000,14,20000000,24Mbps,OFDM,0.004,0.02,-38.78,21.63,23.21,13.39,13.36,13.4,-9.97,-11.39,-38.6,-0.02,0.01,0.21,1.19,1.19,26
2422000000,16,20000000,24Mbps,OFDM,0.004,0.02,-37.93,23.22,24,15.23,15.17,15.29,-10.01,-10.83,-42.91,-0.01,0.04,0.22,1.2,1.21,26
2422000000,18,20000000,24Mbps,OFDM,0.003,0.02,-33.76,23.75,24.13,16.54,16.47,16.63,-10.01,-7.67,-42.03,-0.02,0.05,0.31,1.2,1.19,26
2422000000,19,20000000,24Mbps,OFDM,0.003,0.018,-32.09,24.19,24.26,16.92,16.81,17.02,-9.97,-11.78,-42.63,-0.01,-0.05,0.43,1.21,1.21,26
2427000000,4,20000000,24Mbps,OFDM,0.03,0.019,-42.09,10.86,12.51,3.34,3.24,3.43,-9.94,-10.43,-42.22,0,-0.21,0.2,1.25,1.24,26
2427000000,6,20000000,24Mbps,OFDM,0.003,0.018,-41.72,13.81,15.17,5.81,5.69,5.98,-10.01,-10.27,-37.55,0,-0.15,0.22,1.26,1.26,26
2427000000,8,20000000,24Mbps,OFDM,0.004,0.019,-41.58,16.62,19.19,8.02,7.94,8.07,-9.99,-9.65,-35.1,0,-0.14,0.24,1.26,1.25,26
2427000000,10,20000000,24Mbps,OFDM,0.004,0.02,-40.49,18.31,19.9,9.98,9.84,10.21,-10.02,-9.47,-42.31,-0.02,-0.01,0.18,1.24,1.28,25
2427000000,12,20000000,24Mbps,OFDM,0.003,0.018,-40.39,19.65,21,11.58,11.53,11.62,-10.02,-9.99,-37.65,-0.02,0.02,0.19,1.24,1.24,26
2427000000,14,20000000,24Mbps,OFDM,0.003,0.018,-38.93,21.58,22.78,13.39,13.3,13.44,-9.97,-8.19,-41.77,-0.03,0.09,0.29,1.25,1.24,26
2427000000,16,20000000,24Mbps,OFDM,0.003,0.017,-35.72,22.97,24.41,15.18,15.1,15.23,-9.99,-9.57,-35.22,-0.03,0.08,0.31,1.24,1.24,26
2427000000,18,20000000,24Mbps,OFDM,0.003,0.02,-28.88,24.23,24.62,17.37,17.32,17.46,-9.97,-5.87,-37.63,-0.01,0.16,0.52,1.23,1.25,26
2427000000,19,20000000,24Mbps,OFDM,0.003,0.02,-30.48,24,24.33,17.09,17,17.19,-9.98,-10.11,-37.7,-0.02,0.06,0.5,1.24,1.23,26
2432000000,4,20000000,24Mbps,OFDM,0.03,0.019,-41.75,11.44,12.81,3.34,3.31,3.4,-10.01,-10.08,-38.73,-0.01,-0.15,0.22,1.27,1.24,26
2432000000,6,20000000,24Mbps,OFDM,0.004,0.017,-41.57,13.8,14.97,5.95,5.92,5.99,-10.05,-10.15,-37.81,0,-0.13,0.21,1.26,1.23,26
2432000000,8,20000000,24Mbps,OFDM,0.004,0.017,-41.08,16.88,17.57,8.02,7.94,8.13,-10.05,-9.71,-37.84,0,-0.16,0.21,1.28,1.29,25
2432000000,10,20000000,24Mbps,OFDM,0.004,0.018,-40.52,18.29,20.12,9.94,9.89,9.96,-9.97,-10.42,-40.49,0,-0.13,0.23,1.24,1.25,26
2432000000,12,20000000,24Mbps,OFDM,0.004,0.018,-40.52,19.35,20.16,11.51,11.42,11.56,-9.99,-10.6,-42.29,0,-0.03,0.26,1.26,1.26,26
2432000000,14,20000000,24Mbps,OFDM,0.003,0.018,-38.45,21.94,22.68,13.4,13.34,13.46,-9.97,-10.28,-41.25,-0.01,-0.03,0.24,1.24,1.25,26
2432000000,16,20000000,24Mbps,OFDM,0.003,0.016,-37.72,23.41,23.83,15.27,15.23,15.33,-9.98,-11.44,-46.96,0,-0.02,0.25,1.27,1.27,26
2432000000,18,20000000,24Mbps,OFDM,0.003,0.016,-28.63,24.31,24.46,17.25,17.14,17.36,-9.89,-7.87,-41.15,0,0.06,0.56,1.28,1.27,26
2432000000,19,20000000,24Mbps,OFDM,0.003,0.019,-28.84,24.21,24.44,17.7,17.52,17.81,-9.93,-7.79,-45.18,-0.01,-0.04,0.67,1.26,1.27,26
2437000000,4,20000000,24Mbps,OFDM,0.031,0.019,-41.97,11.76,12.49,3.42,3.31,3.63,-10.01,-9.28,-50.14,0,-0.2,0.22,1.27,1.29,26
2437000000,6,20000000,24Mbps,OFDM,0.003,0.019,-42.2,13.59,15.17,5.68,5.59,5.81,-9.98,-9.93,-37.26,-0.01,-0.2,0.23,1.26,1.27,26
2437000000,8,20000000,24Mbps,OFDM,0.003,0.019,-41.55,17.78,18.05,7.97,7.93,8.01,-9.95,-10.31,-37.35,-0.01,-0.14,0.2,1.25,1.24,26
2437000000,10,20000000,24Mbps,OFDM,0.003,0.02,-41.37,18.47,18.95,9.95,9.86,10.08,-10.01,-9.8,-51.62,-0.02,-0.12,0.22,1.24,1.24,26
2437000000,12,20000000,24Mbps,OFDM,0.003,0.02,-39.11,20.59,22.84,11.64,11.56,11.7,-10.03,-10.76,-34.57,-0.02,0.05,0.29,1.25,1.24,26
2437000000,14,20000000,24Mbps,OFDM,0.003,0.022,-39.34,22.37,22.68,13.34,13.29,13.43,-10.04,-9.36,-36.9,0,0.1,0.26,1.25,1.23,26
2437000000,16,20000000,24Mbps,OFDM,0.003,0.021,-38.1,23.13,23.58,15.23,15.2,15.28,-10.02,-10.18,-36.34,-0.01,0.02,0.27,1.27,1.25,26
2437000000,18,20000000,24Mbps,OFDM,0.003,0.018,-29.89,23.89,24.44,17.3,17.18,17.39,-9.97,-11.35,-41.57,-0.02,0.03,0.46,1.24,1.24,26
2437000000,19,20000000,24Mbps,OFDM,0.003,0.018,-25.73,24.39,24.72,18.15,18,18.35,-10.02,-7.63,-41.93,0,0.03,0.68,1.27,1.26,26
2442000000,4,20000000,24Mbps,OFDM,0.029,0.016,-42.02,12.19,12.88,3.25,3.17,3.31,-9.99,-10.29,-38.34,0.01,-0.21,0.21,1.29,1.3,26
2442000000,6,20000000,24Mbps,OFDM,0.003,0.019,-42.22,14.51,15.23,5.74,5.65,5.86,-10,-9.77,-42.76,-0.01,-0.16,0.19,1.27,1.26,26
2442000000,8,20000000,24Mbps,OFDM,0.004,0.019,-42.32,17.34,17.57,7.98,7.89,8.05,-10.06,-10.84,-42.65,-0.02,-0.08,0.24,1.28,1.25,26
2442000000,10,20000000,24Mbps,OFDM,0.003,0.017,-40.8,19.34,20.31,10.03,9.97,10.08,-10.01,-9.32,-55.76,0.01,-0.08,0.19,1.27,1.29,25
2442000000,12,20000000,24Mbps,OFDM,0.003,0.017,-39.31,19.79,21.69,11.56,11.4,11.68,-10.04,-9.44,-41.48,-0.02,0.1,0.29,1.28,1.29,26
2442000000,14,20000000,24Mbps,OFDM,0.003,0.017,-38.87,21.92,23.43,13.44,13.37,13.51,-9.95,-10.69,-42.43,-0.01,0.11,0.27,1.27,1.29,26
2442000000,16,20000000,24Mbps,OFDM,0.003,0.021,-37.98,22.93,23.74,15.28,15.18,15.36,-10.02,-9.22,-41.81,0,-0.01,0.21,1.3,1.29,26
2442000000,18,20000000,24Mbps,OFDM,0.003,0.017,-29.73,24.19,24.42,17.27,17.25,17.29,-9.95,-12.12,-42.83,-0.01,0.09,0.52,1.29,1.29,26
2442000000,19,20000000,24Mbps,OFDM,0.004,0.018,-26.7,24.31,24.53,17.95,17.92,17.99,-10.01,-11.15,-37.37,0,0.07,0.64,1.31,1.32,26
2447000000,4,20000000,24Mbps,OFDM,0.031,0.02,-39.76,17.05,18.64,8.99,8.75,9.29,-9.97,-9.95,-53.29,-0.01,-0.1,0.23,1.3,1.29,26
2447000000,6,20000000,24Mbps,OFDM,0.004,0.02,-41.79,17.48,18.58,8.74,8.56,8.9,-9.91,-9.82,-38.47,-0.01,-0.12,0.22,1.3,1.3,26
2447000000,8,20000000,24Mbps,OFDM,0.004,0.019,-41.72,16.82,19.32,9,8.85,9.2,-10.01,-10.84,-38.24,0,-0.09,0.2,1.28,1.28,26
2447000000,10,20000000,24Mbps,OFDM,0.003,0.018,-39.66,18.47,19.38,9.89,9.79,9.99,-10.05,-10.35,-37.93,-0.01,-0.09,0.25,1.28,1.27,26
2447000000,12,20000000,24Mbps,OFDM,0.003,0.02,-39.53,20.47,20.73,11.64,11.55,11.73,-9.99,-10.21,-37.87,-0.03,0.07,0.25,1.28,1.29,26
2447000000,14,20000000,24Mbps,OFDM,0.003,0.018,-39.22,21.61,22.77,13.56,13.46,13.62,-9.95,-10.22,-53.94,-0.01,0.11,0.22,1.29,1.31,26
2447000000,16,20000000,24Mbps,OFDM,0.003,0.018,-38.12,22.76,23.82,15.27,15.2,15.37,-9.95,-10.5,-43.25,0,0.05,0.34,1.31,1.31,26
2447000000,18,20000000,24Mbps,OFDM,0.004,0.02,-29.49,24.12,24.26,17.33,17.3,17.35,-9.96,-11.82,-37.43,-0.01,0.02,0.46,1.3,1.3,26
2447000000,19,20000000,24Mbps,OFDM,0.003,0.019,-24.25,24.66,24.78,18.35,18.32,18.38,-10,-17.35,-42.42,-0.01,0.12,0.86,1.33,1.31,26
2452000000,4,20000000,24Mbps,OFDM,0.029,0.019,-39.09,16.77,18.27,8.95,8.77,9.22,-10.04,-9.64,-37.32,0,-0.07,0.2,1.32,1.31,26
2452000000,6,20000000,24Mbps,OFDM,0.003,0.021,-41.56,17.61,18.45,8.76,8.59,8.9,-10.09,-9.73,-41.41,0,-0.14,0.22,1.32,1.33,26
2452000000,8,20000000,24Mbps,OFDM,0.003,0.017,-41.88,15.93,18.32,8.27,8.08,8.47,-9.93,-9.49,-36.98,0,-0.15,0.19,1.3,1.31,26
2452000000,10,20000000,24Mbps,OFDM,0.004,0.019,-40.69,18.2,20.3,10.01,9.88,10.11,-9.94,-10.09,-40.11,0.01,-0.08,0.26,1.29,1.31,26
2452000000,12,20000000,24Mbps,OFDM,0.003,0.02,-39.1,20.49,20.81,11.53,11.48,11.62,-9.97,-9.14,-41.79,-0.02,0.12,0.26,1.3,1.31,26
2452000000,14,20000000,24Mbps,OFDM,0.003,0.019,-38.71,22.4,22.62,13.51,13.37,13.59,-9.99,-11.49,-40.91,0,0.03,0.29,1.31,1.32,26
2452000000,16,20000000,24Mbps,OFDM,0.003,0.016,-36.79,23.34,24.01,15.29,15.26,15.3,-9.97,-11.74,-36.79,0.01,-0.02,0.27,1.31,1.31,26
2452000000,18,20000000,24Mbps,OFDM,0.003,0.016,-30.56,24.15,24.34,17.29,17.23,17.34,-10.02,-8.7,-46.02,0,0.05,0.44,1.31,1.3,26
2452000000,19,20000000,24Mbps,OFDM,0.005,0.018,-24.77,24.43,24.6,18.37,18.32,18.42,-9.91,-4.79,-34.95,0,0.04,0.77,1.33,1.32,26
2457000000,4,20000000,24Mbps,OFDM,0.03,0.019,-39.52,17.08,18.14,9.03,8.85,9.3,-10.06,-10.05,-37.31,-0.03,-0.03,0.21,1.33,1.32,26
2457000000,6,20000000,24Mbps,OFDM,0.003,0.017,-41.64,17.53,17.91,9.1,8.93,9.28,-9.99,-9.61,-41.74,-0.02,-0.07,0.16,1.33,1.34,26
2457000000,8,20000000,24Mbps,OFDM,0.007,0.018,-41.13,16.34,17.1,7.98,7.94,8,-10.03,-8.68,-36.49,-0.02,-0.12,0.21,1.31,1.32,26
2457000000,10,20000000,24Mbps,OFDM,0.003,0.018,-41.07,18.74,20.61,10.01,9.93,10.08,-9.95,-10.91,-41.19,-0.01,-0.06,0.21,1.3,1.29,26
2457000000,12,20000000,24Mbps,OFDM,0.003,0.022,-38.67,20.06,21.84,11.64,11.55,11.75,-9.98,-9.03,-36.12,-0.03,0.09,0.24,1.31,1.3,26
2457000000,14,20000000,24Mbps,OFDM,0.003,0.023,-39.03,21.5,23.26,13.46,13.32,13.61,-10.07,-10.04,-33.48,-0.03,0.05,0.23,1.32,1.33,26
2457000000,16,20000000,24Mbps,OFDM,0.003,0.019,-37.63,23.29,24,15.36,15.33,15.39,-9.99,-9.81,-37.65,-0.01,0.02,0.21,1.33,1.33,26
2457000000,18,20000000,24Mbps,OFDM,0.004,0.019,-29.54,24.24,24.67,17.32,17.27,17.41,-9.91,-7.33,-40.17,-0.01,0.08,0.59,1.34,1.33,-26
2457000000,19,20000000,24Mbps,OFDM,0.003,0.019,-24.77,24.43,24.81,18.45,18.35,18.56,-9.96,-12.33,-42.55,-0.02,0.06,0.87,1.34,1.35,26
2462000000,4,20000000,24Mbps,OFDM,0.03,0.022,-41.99,11.65,12.3,3.3,3.2,3.37,-9.95,-10.39,-34.7,0,-0.22,0.22,1.29,1.31,26
2462000000,6,20000000,24Mbps,OFDM,0.003,0.018,-41.63,14.07,15.39,5.75,5.7,5.78,-10.01,-10.45,-41.6,-0.01,-0.23,0.21,1.29,1.27,26
2462000000,8,20000000,24Mbps,OFDM,0.003,0.017,-40.26,16.16,18.11,8.02,7.94,8.07,-9.92,-10.85,-37.67,0,-0.2,0.25,1.28,1.26,26
2462000000,10,20000000,24Mbps,OFDM,0.002,0.026,-39.85,18.39,19.82,10.12,10.06,10.19,-9.94,-10.95,-37.72,-0.01,-0.13,0.21,1.26,1.26,26
2462000000,12,20000000,24Mbps,OFDM,0.004,0.019,-39.02,21.32,21.89,11.78,11.77,11.78,-9.94,-10.4,-35.06,-0.01,0.04,0.25,1.28,1.27,26
2462000000,14,20000000,24Mbps,OFDM,0.003,0.019,-38.89,22.46,23.8,13.56,13.53,13.63,-10.05,-10.98,-47.39,-0.01,-0.01,0.22,1.28,1.28,26
2462000000,16,20000000,24Mbps,OFDM,0.003,0.023,-37.6,23.63,23.87,15.32,15.18,15.54,-10.03,-10.02,-38.33,0,-0.05,0.28,1.29,1.29,26
2462000000,18,20000000,24Mbps,OFDM,0.004,0.019,-31.06,24.08,24.58,17.41,17.36,17.49,-9.94,-9.3,-39.86,-0.01,-0.02,0.41,1.29,1.28,26
2462000000,19,20000000,24Mbps,OFDM,0.003,0.019,-29.7,24.33,24.55,17.63,17.48,17.88,-10.01,-10.04,-47.5,0,0.01,0.5,1.29,1.3,26
2467000000,4,20000000,24Mbps,OFDM,0.031,0.279,-41.58,11.06,12.61,3.25,3.11,3.33,-10.03,-9.52,-37.41,0.01,-0.32,0.19,1.28,1.28,26
2467000000,6,20000000,24Mbps,OFDM,0.004,0.021,-40.64,14.65,14.77,5.83,5.79,5.89,-10.08,-10.54,-35.02,0,-0.26,0.21,1.26,1.26,26
2467000000,8,20000000,24Mbps,OFDM,0.004,0.022,-40.74,16.21,16.71,7.94,7.85,8.04,-10.05,-9.97,-37.86,-0.01,-0.17,0.23,1.26,1.26,26
2467000000,10,20000000,24Mbps,OFDM,0.003,0.021,-39.58,18.51,18.76,9.98,9.9,10.04,-10.07,-9.88,-50.07,-0.01,-0.15,0.2,1.24,1.24,26
2467000000,12,20000000,24Mbps,OFDM,0.003,0.017,-38.49,20.56,21.92,11.78,11.72,11.84,-10.03,-8.38,-41.89,-0.02,0.05,0.23,1.27,1.26,26
2467000000,14,20000000,24Mbps,OFDM,0.004,0.017,-37.65,22.16,22.97,13.57,13.51,13.64,-10.06,-10.81,-46.41,-0.01,0.02,0.31,1.27,1.27,26
2467000000,16,20000000,24Mbps,OFDM,0.003,0.018,-38.02,22.47,22.89,14.02,13.87,14.28,-10.02,-10.9,-37.66,0,-0.02,0.29,1.28,1.29,26
2467000000,18,20000000,24Mbps,OFDM,0.003,0.018,-37.77,22.67,23.34,14.13,13.87,14.26,-9.99,-12.11,-37.06,-0.01,-0.02,0.26,1.27,1.26,26
2467000000,19,20000000,24Mbps,OFDM,0.003,0.019,-36.19,23.75,23.95,15.43,15.22,15.7,-9.96,-10.17,-36.78,0,-0.03,0.38,1.27,1.3,26
2472000000,4,20000000,24Mbps,OFDM,0.03,0.023,-40.96,12.1,13.35,3.43,3.38,3.49,-9.96,-9.91,-41.1,0,-0.18,0.21,1.2,1.21,26
2472000000,6,20000000,24Mbps,OFDM,0.003,0.019,-41.76,14.19,16.01,5.84,5.78,5.9,-9.97,-10.46,-48.81,0,-0.14,0.22,1.21,1.21,26
2472000000,8,20000000,24Mbps,OFDM,0.003,0.018,-40.67,17.31,17.59,8.04,7.97,8.13,-9.99,-10.07,-36.43,0,-0.15,0.22,1.21,1.23,26
2472000000,10,20000000,24Mbps,OFDM,0.003,0.019,-39.54,18.32,19.87,10.14,10.1,10.19,-10.04,-10.42,-36.33,-0.02,-0.08,0.22,1.2,1.19,26
2472000000,12,20000000,24Mbps,OFDM,0.003,0.018,-38.93,20,21.51,11.79,11.74,11.83,-9.96,-10.25,-48.58,-0.02,0.12,0.31,1.22,1.22,26
