Standard,Frequency(Hz),Channel BW(Hz),Data Rate/MCS Index,Frame Format,Payload Length,Power Level,PER(%),Measurment Time(s)
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-66.000000,0.500000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-71.000000,0.000000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-76.000000,0.000000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-76.000000,0.500000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-77.000000,0.000000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-78.000000,1.000000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-79.000000,1.000000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-80.000000,1.500000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-81.000000,14.000000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-82.000000,34.500000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-83.000000,0.000000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-84.000000,5.500000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-85.000000,73.500000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-86.000000,29.000000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-87.000000,60.500000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-88.000000,99.000000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-89.000000,100.000000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-90.000000,100.000000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-91.000000,100.000000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-92.000000,100.000000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-93.000000,100.000000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-94.000000,100.000000,
802.11 A/G OFDM,2467000000.000000,20000000.000000,24Mbps,OFDM,334,-95.000000,100.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-15.000000,0.000000,2.139000
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-16.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-17.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-18.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-19.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-20.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-21.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-22.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-23.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-24.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-25.000000,0.500000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-26.000000,0.500000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-31.000000,0.500000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-36.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-41.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-46.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-51.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-56.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-61.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-66.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-71.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-76.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-76.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-77.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-78.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-79.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-80.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-81.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-82.000000,0.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-83.000000,0.500000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-84.000000,9.500000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-85.000000,44.500000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-86.000000,74.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-87.000000,92.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-88.000000,99.500000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-89.000000,100.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-90.000000,100.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-91.000000,100.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-92.000000,100.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-93.000000,100.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-94.000000,100.000000,
802.11 A/G OFDM,2472000000.000000,20000000.000000,24Mbps,OFDM,334,-95.000000,100.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-15.000000,0.500000,1.839000
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-16.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-17.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-18.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-19.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-20.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-21.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-22.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-23.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-24.000000,1.500000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-25.000000,1.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-26.000000,0.500000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-31.000000,0.500000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-36.000000,1.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-41.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-46.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-51.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-56.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-61.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-66.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-66.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-67.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-68.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-69.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-70.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-71.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-72.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-73.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-74.000000,0.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-75.000000,0.500000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-76.000000,2.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-77.000000,19.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-78.000000,55.500000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-79.000000,95.500000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-80.000000,100.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-81.000000,100.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-82.000000,100.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-83.000000,100.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-84.000000,100.000000,
802.11 A/G OFDM,2412000000.000000,20000000.000000,54Mbps,OFDM,634,-85.000000,100.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-15.000000,0.500000,1.878000
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-16.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-17.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-18.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-19.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-20.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-21.000000,0.500000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-22.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-23.000000,0.500000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-24.000000,1.500000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-25.000000,1.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-26.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-31.000000,0.500000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-36.000000,1.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-41.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-46.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-51.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-56.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-61.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-66.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-66.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-67.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-68.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-69.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-70.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-71.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-72.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-73.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-74.000000,0.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-75.000000,1.500000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-76.000000,2.500000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-77.000000,12.500000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-78.000000,50.500000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-79.000000,92.500000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-80.000000,100.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-81.000000,100.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-82.000000,100.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-83.000000,100.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-84.000000,100.000000,
802.11 A/G OFDM,2417000000.000000,20000000.000000,54Mbps,OFDM,634,-85.000000,100.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-15.000000,0.000000,1.864000
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-16.000000,0.500000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-17.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-18.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-19.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-20.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-21.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-22.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-23.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-24.000000,1.500000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-25.000000,1.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-26.000000,0.500000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-31.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-36.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-41.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-46.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-51.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-56.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-61.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-66.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-66.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-67.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-68.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-69.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-70.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-71.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-72.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-73.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-74.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-75.000000,0.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-76.000000,1.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-77.000000,10.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-78.000000,35.500000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-79.000000,81.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-80.000000,100.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-81.000000,100.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-82.000000,100.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-83.000000,100.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-84.000000,100.000000,
802.11 A/G OFDM,2442000000.000000,20000000.000000,54Mbps,OFDM,634,-85.000000,100.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-15.000000,0.000000,1.864000
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-16.000000,0.500000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-17.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-18.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-19.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-20.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-21.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-22.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-23.000000,1.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-24.000000,0.500000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-25.000000,0.500000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-26.000000,1.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-31.000000,2.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-36.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-41.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-46.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-51.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-56.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-61.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-66.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-66.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-67.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-68.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-69.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-70.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-71.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-72.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-73.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-74.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-75.000000,0.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-76.000000,2.500000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-77.000000,9.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-78.000000,42.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-79.000000,88.500000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-80.000000,100.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-81.000000,100.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-82.000000,100.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-83.000000,100.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-84.000000,100.000000,
802.11 A/G OFDM,2427000000.000000,20000000.000000,54Mbps,OFDM,634,-85.000000,100.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-15.000000,0.000000,1.878000
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-16.000000,0.500000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-17.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-18.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-19.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-20.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-21.000000,0.500000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-22.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-23.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-24.000000,0.500000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-25.000000,0.500000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-26.000000,1.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-31.000000,2.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-36.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-41.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-46.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-51.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-56.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-61.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-66.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-66.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-67.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-68.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-69.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-70.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-71.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-72.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-73.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-74.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-75.000000,0.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-76.000000,1.500000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-77.000000,11.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-78.000000,38.500000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-79.000000,84.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-80.000000,100.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-81.000000,100.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-82.000000,100.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-83.000000,100.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-84.000000,100.000000,
802.11 A/G OFDM,2432000000.000000,20000000.000000,54Mbps,OFDM,634,-85.000000,100.000000,
802.11 A/G OFDM,2437000000.000000,20000000.000000,54Mbps,OFDM,634,-15.000000,1.000000,1.878000
802.11 A/G OFDM,2437000000.000000,20000000.000000,54Mbps,OFDM,634,-16.000000,0.000000,
