Standard,Frequency(Hz),Channel BW(Hz),Data Rate/MCS Index,Frame Format,Payload Length,Power Level,PER(%),Measurment Time(s)
802.11 A/G OFDM,5180000000.000000,20000000.000000,12Mbps,OFDM,234,-97.000000,100.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-15.000000,0.000000,2.525000
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-16.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-17.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-18.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-19.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-20.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-21.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-22.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-23.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-24.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-25.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-26.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-31.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-36.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-41.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-46.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-51.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-56.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-61.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-66.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-71.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-76.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-78.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-79.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-80.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-81.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-82.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-83.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-84.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-85.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-86.000000,0.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-87.000000,3.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-88.000000,24.500000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-89.000000,69.500000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-90.000000,98.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-91.000000,100.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-92.000000,100.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-93.000000,100.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-94.000000,100.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-95.000000,100.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-96.000000,100.000000,
802.11 A/G OFDM,5200000000.000000,20000000.000000,12Mbps,OFDM,234,-97.000000,100.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-15.000000,0.000000,2.524000
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-16.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-17.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-18.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-19.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-20.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-21.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-22.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-23.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-24.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-25.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-26.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-31.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-36.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-41.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-46.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-51.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-56.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-61.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-66.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-71.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-76.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-78.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-79.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-80.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-81.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-82.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-83.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-84.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-85.000000,0.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-86.000000,1.500000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-87.000000,5.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-88.000000,23.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-89.000000,69.500000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-90.000000,96.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-91.000000,100.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-92.000000,100.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-93.000000,100.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-94.000000,100.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-95.000000,100.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-96.000000,100.000000,
802.11 A/G OFDM,5220000000.000000,20000000.000000,12Mbps,OFDM,234,-97.000000,100.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-15.000000,0.000000,2.526000
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-16.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-17.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-18.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-19.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-20.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-21.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-22.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-23.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-24.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-25.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-26.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-31.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-36.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-41.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-46.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-51.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-56.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-61.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-66.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-71.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-76.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-78.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-79.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-80.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-81.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-82.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-83.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-84.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-85.000000,0.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-86.000000,1.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-87.000000,3.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-88.000000,28.500000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-89.000000,69.500000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-90.000000,96.500000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-91.000000,100.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-92.000000,100.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-93.000000,100.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-94.000000,100.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-95.000000,100.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-96.000000,100.000000,
802.11 A/G OFDM,5240000000.000000,20000000.000000,12Mbps,OFDM,234,-97.000000,100.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-15.000000,0.000000,2.525000
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-16.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-17.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-18.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-19.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-20.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-21.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-22.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-23.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-24.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-25.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-26.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-31.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-36.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-41.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-46.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-51.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-56.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-61.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-66.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-71.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-76.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-78.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-79.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-80.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-81.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-82.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-83.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-84.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-85.000000,0.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-86.000000,1.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-87.000000,7.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-88.000000,29.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-89.000000,78.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-90.000000,99.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-91.000000,100.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-92.000000,100.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-93.000000,100.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-94.000000,100.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-95.000000,100.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-96.000000,100.000000,
802.11 A/G OFDM,5260000000.000000,20000000.000000,12Mbps,OFDM,234,-97.000000,100.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-15.000000,0.000000,2.618000
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-16.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-17.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-18.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-19.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-20.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-21.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-22.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-23.000000,0.500000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-24.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-25.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-26.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-31.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-36.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-41.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-46.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-51.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-56.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-61.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-66.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-71.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-76.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-78.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-79.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-80.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-81.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-82.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-83.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-84.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-85.000000,0.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-86.000000,1.500000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-87.000000,7.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-88.000000,24.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-89.000000,74.500000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-90.000000,99.500000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-91.000000,100.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-92.000000,100.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-93.000000,100.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-94.000000,100.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-95.000000,100.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-96.000000,100.000000,
802.11 A/G OFDM,5280000000.000000,20000000.000000,12Mbps,OFDM,234,-97.000000,100.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-15.000000,0.000000,2.525000
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-16.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-17.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-18.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-19.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-20.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-21.000000,0.500000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-22.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-23.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-24.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-25.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-26.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-31.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-36.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-41.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-46.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-51.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-56.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-61.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-66.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-71.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-76.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-78.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-79.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-80.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-81.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-82.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-83.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-84.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-85.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-86.000000,0.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-87.000000,3.500000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-88.000000,15.500000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-89.000000,75.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-90.000000,99.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-91.000000,100.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-92.000000,100.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-93.000000,100.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-94.000000,100.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-95.000000,100.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-96.000000,100.000000,
802.11 A/G OFDM,5300000000.000000,20000000.000000,12Mbps,OFDM,234,-97.000000,100.000000,
802.11 A/G OFDM,5320000000.000000,20000000.000000,12Mbps,OFDM,234,-15.000000,0.000000,2.528000
802.11 A/G OFDM,5320000000.000000,20000000.000000,12Mbps,OFDM,234,-16.000000,0.000000,
802.11 A/G OFDM,5320000000.000000,20000000.000000,12Mbps,OFDM,234,-17.000000,0.000000,
802.11 A/G OFDM,5320000000.000000,20000000.000000,12Mbps,OFDM,234,-18.000000,0.000000,
802.11 A/G OFDM,5320000000.000000,20000000.000000,12Mbps,OFDM,234,-19.000000,0.000000,
802.11 A/G OFDM,5320000000.000000,20000000.000000,12Mbps,OFDM,234,-20.000000,0.000000,
802.11 A/G OFDM,5320000000.000000,20000000.000000,12Mbps,OFDM,234,-21.000000,0.000000,
802.11 A/G OFDM,5320000000.000000,20000000.000000,12Mbps,OFDM,234,-22.000000,0.000000,
802.11 A/G OFDM,5320000000.000000,20000000.000000,12Mbps,OFDM,234,-23.000000,0.000000,
802.11 A/G OFDM,5320000000.000000,20000000.000000,12Mbps,OFDM,234,-24.000000,0.000000,
802.11 A/G OFDM,5320000000.000000,20000000.000000,12Mbps,OFDM,234,-25.000000,0.000000,
802.11 A/G OFDM,5320000000.000000,20000000.000000,12Mbps,OFDM,234,-26.000000,0.000000,
802.11 A/G OFDM,5320000000.000000,20000000.000000,12Mbps,OFDM,234,-31.000000,0.000000,
802.11 A/G OFDM,5320000000.000000,20000000.000000,12Mbps,OFDM,234,-36.000000,0.000000,
