Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ demod Meas Time,RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
2437000000,18,20000000,0,Mixedmode,0.049,0.023,-37.78,21.69,22.1,11.53,11.41,11.72,-10.32,-11.96,-38.34,-0.03,-0.01,0.23,1.17,1.14,27
2437000000,19,20000000,0,Mixedmode,0.049,0.029,-37.99,22.02,22.38,11.97,11.7,12.11,-10.34,-9.98,-36.12,-0.03,0.05,0.26,1.23,1.21,27
2442000000,4,20000000,0,Mixedmode,0.048,0.023,-40.24,12.97,13.79,3.3,3.24,3.34,-10.29,-9.71,-46.09,-0.03,-0.13,0.2,1.25,1.22,26
2442000000,6,20000000,0,Mixedmode,0.048,0.027,-40.94,15.77,16.24,5.79,5.76,5.81,-10.31,-10.1,-42.63,-0.02,-0.13,0.19,1.27,1.26,27
2442000000,8,20000000,0,Mixedmode,0.052,0.023,-40.61,18.44,18.54,8.07,8.07,8.08,-10.42,-9.61,-41.82,0.01,-0.16,0.2,1.27,1.25,26
2442000000,10,20000000,0,Mixedmode,0.048,0.029,-40.68,20.31,20.56,9.99,9.97,10.01,-10.33,-11.55,-37.78,0.01,-0.06,0.22,1.24,1.24,26
2442000000,12,20000000,0,Mixedmode,0.049,0.023,-38.31,21.75,22.2,11.74,11.72,11.75,-10.34,-10.65,-40.44,-0.01,-0.06,0.26,1.25,1.22,27
2442000000,14,20000000,0,Mixedmode,0.048,0.023,-38.36,21.33,22.19,11.55,11.44,11.74,-10.32,-10.63,-40.75,-0.03,-0.01,0.27,1.25,1.26,27
2442000000,16,20000000,0,Mixedmode,0.049,0.027,-37.88,22.07,22.53,12,11.77,12.12,-10.29,-10.32,-35.41,-0.01,0.03,0.27,1.24,1.28,26
2442000000,18,20000000,0,Mixedmode,0.048,0.023,-37.63,21.56,22.46,11.54,11.44,11.71,-10.3,-9.74,-37.04,-0.06,0.04,0.25,1.24,1.25,27
2442000000,19,20000000,0,Mixedmode,0.047,0.027,-37.11,21.83,22.73,11.99,11.78,12.1,-10.34,-12,-38.07,-0.03,0.05,0.23,1.23,1.25,27
2447000000,4,20000000,0,Mixedmode,0.049,0.022,-40.84,13.07,13.96,3.35,3.29,3.39,-10.3,-10.96,-39.62,-0.02,-0.21,0.2,1.26,1.29,27
2447000000,6,20000000,0,Mixedmode,0.049,0.027,-40,15.79,16.28,5.86,5.85,5.86,-10.28,-8.94,-42.79,0.01,-0.12,0.21,1.26,1.23,26
2447000000,8,20000000,0,Mixedmode,0.05,0.023,-40.93,18.24,18.49,7.97,7.96,7.98,-10.32,-9.58,-41.41,-0.02,-0.04,0.18,1.28,1.29,26
2447000000,10,20000000,0,Mixedmode,0.049,0.027,-39.28,20.09,20.56,9.98,9.97,10,-10.35,-8.25,-37.95,-0.02,-0.1,0.23,1.28,1.27,26
2447000000,12,20000000,0,Mixedmode,0.049,0.022,-38.62,21.79,22.4,11.61,11.51,11.8,-10.33,-9.57,-37.93,-0.05,0.07,0.22,1.27,1.28,26
2447000000,14,20000000,0,Mixedmode,0.049,0.027,-37.51,22.38,22.65,12.02,11.77,12.16,-10.25,-10.08,-47.65,-0.01,0.05,0.24,1.26,1.26,26
2447000000,16,20000000,0,Mixedmode,0.05,0.023,-37.82,21.76,22.4,11.67,11.49,11.77,-10.32,-8.35,-34.96,-0.02,0.07,0.24,1.29,1.29,26
2447000000,18,20000000,0,Mixedmode,0.049,0.027,-38.23,21.52,22.21,11.58,11.47,11.76,-10.29,-11.48,-53.31,0,0.11,0.23,1.25,1.26,27
2447000000,19,20000000,0,Mixedmode,0.05,0.022,-37.87,21.91,22.67,11.91,11.74,12.15,-10.28,-8.97,-36.72,-0.04,0.08,0.22,1.25,1.21,26
2452000000,4,20000000,0,Mixedmode,0.049,0.024,-40.54,13.56,13.97,3.4,3.36,3.42,-10.28,-10.53,-33.67,-0.01,-0.11,0.17,1.31,1.31,26
2452000000,6,20000000,0,Mixedmode,0.05,0.028,-41.52,15.67,17.69,5.86,5.84,5.87,-10.37,-11.26,-40.58,0,-0.1,0.2,1.31,1.26,26
2452000000,8,20000000,0,Mixedmode,0.047,0.027,-39.49,18.12,18.52,7.96,7.95,7.97,-10.37,-10.4,-38.73,-0.02,-0.07,0.19,1.3,1.27,26
2452000000,10,20000000,0,Mixedmode,0.05,0.027,-39.3,20.03,20.54,10.03,10.02,10.04,-10.3,-9.92,-57.37,-0.03,-0.06,0.25,1.29,1.29,26
2452000000,12,20000000,0,Mixedmode,0.048,0.026,-37.53,21.73,22.29,11.63,11.54,11.81,-10.22,-10.98,-34.35,-0.04,0.11,0.21,1.26,1.28,26
2452000000,14,20000000,0,Mixedmode,0.049,0.028,-38.4,22.38,22.68,12.23,12.14,12.39,-10.28,-11.58,-40.1,-0.04,-0.01,0.25,1.3,1.3,27
2452000000,16,20000000,0,Mixedmode,0.049,0.024,-37.19,21.43,22.3,11.61,11.51,11.8,-10.37,-12.02,-38.88,-0.02,0.08,0.24,1.24,1.26,26
2452000000,18,20000000,0,Mixedmode,0.049,0.028,-38.1,22.28,22.82,12.36,12.19,12.46,-10.32,-10.44,-37.21,-0.02,0.02,0.3,1.26,1.26,26
2452000000,19,20000000,0,Mixedmode,0.049,0.023,-38.65,21.75,21.87,11.5,11.48,11.52,-10.16,-9.92,-40.38,-0.06,0.09,0.28,1.27,1.28,26
2457000000,4,20000000,0,Mixedmode,0.049,0.029,-39.38,13.28,13.67,3.39,3.37,3.42,-10.31,-10.09,-35.84,-0.01,-0.33,0.2,1.3,1.33,27
2457000000,6,20000000,0,Mixedmode,0.049,0.022,-41.58,15.51,16.34,5.85,5.83,5.88,-10.34,-10.81,-40.63,0,-0.16,0.23,1.3,1.31,26
2457000000,8,20000000,0,Mixedmode,0.049,0.028,-40.53,18.17,18.62,8.13,8.12,8.13,-10.18,-10.15,-33.78,-0.02,-0.08,0.24,1.33,1.32,27
2457000000,10,20000000,0,Mixedmode,0.05,0.023,-40.57,19.76,20.69,10.06,10.04,10.08,-10.23,-9.91,-35.94,-0.02,-0.09,0.24,1.28,1.3,27
2457000000,12,20000000,0,Mixedmode,0.049,0.028,-37.88,21.41,23.36,11.72,11.5,11.83,-10.26,-11.1,-39.88,-0.04,0.07,0.27,1.31,1.31,26
2457000000,14,20000000,0,Mixedmode,0.05,0.022,-37.97,21.63,22.73,11.9,11.77,12.16,-10.31,-10.69,-39.12,-0.06,-0.01,0.25,1.3,1.32,27
2457000000,16,20000000,0,Mixedmode,0.049,0.025,-38.58,21.75,22.44,11.61,11.52,11.79,-10.32,-10.33,-41.54,-0.05,0.01,0.25,1.29,1.29,27
2457000000,18,20000000,0,Mixedmode,0.05,0.026,-38.21,22.14,22.59,12.05,11.8,12.19,-10.25,-11.18,-34.92,-0.01,-0.03,0.26,1.28,1.25,27
2457000000,19,20000000,0,Mixedmode,0.048,0.026,-37.48,21.83,22.47,11.6,11.5,11.79,-10.39,-8.8,-38.13,-0.01,0.05,0.32,1.26,1.23,27
2462000000,4,20000000,0,Mixedmode,0.05,0.026,-41.54,13.52,13.81,3.36,3.35,3.36,-10.24,-10.96,-37.41,-0.02,-0.19,0.23,1.27,1.22,26
2462000000,6,20000000,0,Mixedmode,0.048,0.023,-40.7,15.72,16.25,5.81,5.8,5.84,-10.2,-9.38,-44.69,-0.03,-0.2,0.15,1.26,1.28,26
2462000000,8,20000000,0,Mixedmode,0.049,0.027,-40.08,18.21,18.51,8.09,8.08,8.11,-10.3,-9.85,-40.67,-0.02,-0.24,0.22,1.26,1.28,27
2462000000,10,20000000,0,Mixedmode,0.05,0.023,-39.85,20.16,20.54,10.11,10,10.17,-10.29,-10.19,-59.95,-0.04,-0.19,0.27,1.23,1.23,26
2462000000,12,20000000,0,Mixedmode,0.048,0.027,-37.87,22.05,22.4,11.71,11.68,11.73,-10.23,-11.66,-36.72,-0.04,0.04,0.3,1.22,1.22,26
2462000000,14,20000000,0,Mixedmode,0.049,0.022,-37.71,21.5,22.31,11.57,11.37,11.68,-10.26,-10.21,-45.24,-0.03,0.06,0.26,1.25,1.26,26
2462000000,16,20000000,0,Mixedmode,0.049,0.028,-37.5,22.14,22.4,11.95,11.71,12.08,-10.19,-11.17,-42.64,0,-0.01,0.31,1.24,1.23,26
2462000000,18,20000000,0,Mixedmode,0.049,0.024,-37.04,21.85,22.41,11.53,11.43,11.73,-10.11,-11.99,-41.8,-0.05,0.05,0.35,1.22,1.2,26
2462000000,19,20000000,0,Mixedmode,0.047,0.028,-38.01,22.08,22.76,11.96,11.68,12.12,-10.27,-9.46,-35.38,-0.06,-0.04,0.29,1.24,1.27,27
2467000000,4,20000000,0,Mixedmode,0.05,0.025,-39.47,13.31,14.06,3.5,3.41,3.55,-10.39,-9.93,-37.88,-0.01,-0.28,0.21,1.27,1.25,27
2467000000,6,20000000,0,Mixedmode,0.049,0.028,-38.6,15.66,16.2,5.85,5.84,5.85,-10.16,-10.66,-37.14,0,-0.24,0.21,1.26,1.27,27
2467000000,8,20000000,0,Mixedmode,0.049,0.022,-40.18,18.16,18.45,8.09,8.08,8.11,-10.28,-11.32,-42.42,-0.03,-0.16,0.2,1.28,1.29,27
2467000000,10,20000000,0,Mixedmode,0.049,0.024,-38.54,19.77,20.71,10.17,10.09,10.23,-10.28,-11.58,-35.77,-0.03,-0.14,0.28,1.22,1.22,27
2467000000,12,20000000,0,Mixedmode,0.05,0.024,-37.29,22.28,22.41,11.79,11.77,11.81,-10.24,-11.56,-43.65,-0.01,0.01,0.31,1.27,1.26,27
2467000000,14,20000000,0,Mixedmode,0.048,0.023,-36.72,21.51,21.97,11.47,11.45,11.5,-10.28,-9.75,-37.65,-0.02,-0.07,0.26,1.2,1.19,26
2467000000,16,20000000,0,Mixedmode,0.05,0.027,-36.63,22.59,23.1,12.28,12.07,12.39,-10.23,-10.69,-43.19,-0.05,0.08,0.32,1.23,1.21,26
2467000000,18,20000000,0,Mixedmode,0.048,0.022,-36.94,21.94,22.3,11.57,11.46,11.76,-10.27,-12.12,-44.36,-0.04,-0.07,0.34,1.22,1.24,27
2467000000,19,20000000,0,Mixedmode,0.049,0.027,-36.96,21.91,22.66,12.02,11.79,12.14,-10.25,-10.46,-33.49,-0.02,0.03,0.31,1.23,1.22,26
2472000000,4,20000000,0,Mixedmode,0.049,0.024,-40.46,13.27,13.76,3.54,3.44,3.61,-10.35,-9.98,-38.79,0.02,-0.23,0.24,1.2,1.21,27
2472000000,6,20000000,0,Mixedmode,0.049,0.029,-41.08,15.26,16.22,5.94,5.84,6.15,-10.25,-10.09,-37.84,-0.01,-0.25,0.19,1.15,1.11,26
2472000000,8,20000000,0,Mixedmode,0.049,0.023,-40.41,18.26,18.68,8.14,8.06,8.26,-10.19,-11.08,-39.61,-0.02,-0.13,0.21,1.18,1.21,27
2472000000,10,20000000,0,Mixedmode,0.049,0.028,-38.74,20.18,20.79,10.21,10.2,10.22,-10.24,-10.63,-40.01,-0.02,-0.19,0.19,1.17,1.22,27
2472000000,12,20000000,0,Mixedmode,0.049,0.023,-37,21.65,22.45,11.67,11.49,11.76,-10.34,-11.38,-37.47,-0.02,0.02,0.29,1.2,1.19,27
2472000000,14,20000000,0,Mixedmode,0.048,0.029,-37.85,21.82,22.47,11.58,11.48,11.76,-10.17,-11.68,-35.65,-0.04,0.04,0.27,1.17,1.17,26
2472000000,16,20000000,0,Mixedmode,0.049,0.022,-37.23,22.39,22.73,11.88,11.74,12.13,-10.22,-11.43,-41.95,-0.04,0.04,0.25,1.19,1.19,26
2472000000,18,20000000,0,Mixedmode,0.048,0.026,-37.85,21.51,22.05,11.51,11.47,11.56,-10.28,-11.75,-38.16,-0.04,-0.02,0.3,1.17,1.16,26
2472000000,19,20000000,0,Mixedmode,0.049,0.025,-38.18,21.85,22.79,12.04,11.82,12.15,-10.17,-10.01,-39.82,-0.03,0.02,0.23,1.16,1.13,26
2412000000,4,20000000,4,Mixedmode,0.049,0.023,-39.21,12.22,12.65,3.5,3.41,3.6,-10.23,-9.54,-38.59,-0.04,-0.24,0.21,1.15,1.14,26
2412000000,6,20000000,4,Mixedmode,0.048,0.026,-39.96,14.8,15.35,5.88,5.86,5.91,-10.23,-10.37,-40.87,-0.05,-0.12,0.24,1.16,1.15,27
2412000000,8,20000000,4,Mixedmode,0.048,0.022,-40.03,16.85,17.92,8.09,8.05,8.13,-10.18,-9.93,-35.71,-0.05,-0.05,0.24,1.14,1.17,26
2412000000,10,20000000,4,Mixedmode,0.049,0.028,-37.3,18.45,19.69,9.97,9.77,10.06,-10.18,-11.48,-42.41,-0.07,-0.06,0.23,1.15,1.15,27
2412000000,12,20000000,4,Mixedmode,0.049,0.023,-36.53,20.88,21.68,11.61,11.56,11.69,-10.27,-10.53,-34.63,-0.05,0.03,0.3,1.15,1.17,26
2412000000,14,20000000,4,Mixedmode,0.049,0.026,-36.91,22.3,23.06,13.47,13.46,13.49,-10.33,-10.1,-36.45,-0.05,-0.03,0.36,1.17,1.18,27
2412000000,16,20000000,4,Mixedmode,0.049,0.022,-36.28,23.46,23.78,15.15,15.07,15.27,-10.14,-12.13,-37.38,-0.05,-0.02,0.3,1.17,1.16,27
2412000000,18,20000000,4,Mixedmode,0.049,0.026,-33,24,24.33,16.02,15.9,16.14,-10.37,-11.3,-40.95,-0.01,-0.09,0.28,1.12,1.13,27
2412000000,19,20000000,4,Mixedmode,0.049,0.022,-36.26,23.27,23.71,15.15,15.13,15.17,-10.19,-12.42,-40.37,-0.07,-0.11,0.35,1.15,1.11,26
2417000000,4,20000000,4,Mixedmode,0.048,0.028,-41.09,12.29,13.31,3.46,3.43,3.51,-10.18,-10.57,-37.88,-0.06,-0.23,0.22,1.24,1.26,27
2417000000,6,20000000,4,Mixedmode,0.049,0.021,-40.79,14.8,15.55,6.01,5.94,6.1,-10.29,-8.76,-36.53,-0.02,-0.15,0.19,1.21,1.22,26
2417000000,8,20000000,4,Mixedmode,0.049,0.026,-39.66,15.85,18.32,8.12,8.07,8.17,-10.27,-10.69,-34.88,-0.01,-0.09,0.27,1.21,1.18,27
2417000000,10,20000000,4,Mixedmode,0.049,0.025,-38.9,18.88,19.67,10.02,9.96,10.07,-10.25,-10.12,-41.9,-0.03,-0.05,0.25,1.17,1.16,26
2417000000,12,20000000,4,Mixedmode,0.048,0.023,-37.15,19.72,21.64,11.73,11.69,11.77,-10.31,-10.11,-50.04,0,-0.01,0.28,1.18,1.2,26
2417000000,14,20000000,4,Mixedmode,0.05,0.026,-37.03,22.12,23.23,13.45,13.3,13.58,-10.34,-9.18,-37.16,-0.06,0.08,0.21,1.17,1.2,26
2417000000,16,20000000,4,Mixedmode,0.048,0.022,-36.24,23.53,23.97,15.21,15.09,15.34,-10.22,-12.4,-36.24,-0.03,-0.05,0.3,1.19,1.2,26
2417000000,18,20000000,4,Mixedmode,0.049,0.026,-34.66,23.78,24.05,16.17,16.12,16.24,-10.14,-11.33,-42.08,-0.03,0.03,0.29,1.15,1.19,27
2417000000,19,20000000,4,Mixedmode,0.049,0.023,-36.3,23.03,23.96,15.31,15.23,15.4,-10.2,-13.07,-36.74,-0.03,-0.1,0.25,1.17,1.16,26
2422000000,4,20000000,4,Mixedmode,0.049,0.028,-41.07,12.67,13.81,3.56,3.42,3.74,-10.29,-10.01,-42.29,-0.01,-0.17,0.19,1.21,1.21,26
2422000000,6,20000000,4,Mixedmode,0.05,0.021,-40.95,13.93,16.12,5.98,5.97,6,-10.28,-9.62,-40.71,-0.02,-0.22,0.18,1.21,1.21,27
2422000000,8,20000000,4,Mixedmode,0.049,0.027,-40.85,16.12,18.07,8,7.93,8.11,-10.23,-9.6,-38.59,-0.04,-0.17,0.21,1.17,1.17,27
2422000000,10,20000000,4,Mixedmode,0.049,0.022,-38.73,18.91,19.87,9.94,9.9,9.97,-10.21,-11.47,-41.16,-0.02,-0.12,0.18,1.17,1.2,26
2422000000,12,20000000,4,Mixedmode,0.049,0.027,-38.96,20.27,20.47,11.58,11.46,11.68,-10.27,-11.02,-36.15,0.01,-0.04,0.16,1.19,1.2,27
2422000000,14,20000000,4,Mixedmode,0.049,0.022,-36.78,21.83,23,13.51,13.44,13.56,-10.2,-9.58,-39.08,-0.02,-0.07,0.22,1.15,1.18,27
2422000000,16,20000000,4,Mixedmode,0.048,0.026,-36.72,23.06,24.21,15.32,15.29,15.37,-10.17,-11.61,-43.33,-0.02,-0.13,0.3,1.2,1.21,26
2422000000,18,20000000,4,Mixedmode,0.049,0.023,-33.65,23.32,24.13,16.27,16.15,16.38,-10.2,-10.19,-37.3,-0.03,-0.1,0.25,1.2,1.23,27
2422000000,19,20000000,4,Mixedmode,0.048,0.023,-35.69,23.69,23.94,15.7,15.48,16.05,-10.19,-11.2,-39.8,-0.02,0,0.31,1.18,1.2,26
2427000000,4,20000000,4,Mixedmode,0.049,0.027,-40.54,11.97,13.54,3.54,3.44,3.61,-10.23,-9.29,-38.4,-0.02,-0.28,0.2,1.24,1.24,26
2427000000,6,20000000,4,Mixedmode,0.048,0.022,-40.91,14.52,14.58,5.89,5.88,5.89,-10.18,-10.31,-39.92,-0.02,-0.11,0.25,1.22,1.26,26
2427000000,8,20000000,4,Mixedmode,0.049,0.027,-39.79,16.98,17.57,8.16,8.03,8.32,-10.11,-8.28,-35.69,-0.04,-0.08,0.23,1.21,1.24,27
2427000000,10,20000000,4,Mixedmode,0.049,0.023,-40.12,18.59,19.51,9.95,9.87,10.08,-10.22,-10.72,-42.62,-0.01,-0.1,0.22,1.23,1.24,27
