Channel Frequency(Hz),Power Level(dBm),Channel BW(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ Spectrum Meas Time,SM Violation(%) ,SMM(dB),SMM(-33MHz  -  -22MHz) ,SMM(-22MHz  -  -11MHz) ,SMM(-11MHz  -  11MHz) ,SMM(11MHz  -  22MHz) ,SMM(22MHz  -  33MHz) 
2452000000.000000,10.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.070000,27.980000,0.000000,29.520000,9.870000
2452000000.000000,12.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,11.830000,27.910000,0.000000,28.660000,10.170000
2452000000.000000,14.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,10.830000,27.640000,0.000000,29.060000,10.670000
2452000000.000000,16.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,9.470000,27.340000,0.000000,27.930000,9.960000
2452000000.000000,18.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,8.920000,26.020000,0.000000,27.120000,7.640000
2452000000.000000,19.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,7.770000,26.050000,0.000000,26.890000,7.640000
2457000000.000000,4.000000,20000000.000000,1Mbps,DSSS/CCK,0.030000,0.017000,0.000000,0.000000,13.320000,28.810000,0.000000,30.120000,11.340000
2457000000.000000,6.000000,20000000.000000,1Mbps,DSSS/CCK,0.005000,0.018000,0.000000,0.000000,10.950000,28.750000,0.000000,29.360000,11.450000
2457000000.000000,8.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,12.880000,29.220000,0.000000,29.650000,11.270000
2457000000.000000,10.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,10.170000,28.680000,0.000000,29.580000,9.540000
2457000000.000000,12.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.230000,27.380000,0.000000,28.430000,10.720000
2457000000.000000,14.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,8.730000,27.210000,0.000000,28.520000,8.900000
2457000000.000000,16.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,9.100000,27.610000,0.000000,28.100000,9.130000
2457000000.000000,18.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,7.360000,25.870000,0.000000,26.780000,7.110000
2457000000.000000,19.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,6.550000,25.900000,0.000000,26.140000,6.020000
2462000000.000000,4.000000,20000000.000000,1Mbps,DSSS/CCK,0.030000,0.018000,0.000000,0.000000,12.740000,29.450000,0.000000,29.850000,10.680000
2462000000.000000,6.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.015000,0.000000,0.000000,11.460000,29.330000,0.000000,30.270000,10.040000
2462000000.000000,8.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,10.050000,29.000000,0.000000,29.790000,10.510000
2462000000.000000,10.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,11.980000,28.960000,0.000000,28.680000,9.910000
2462000000.000000,12.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,9.980000,28.120000,0.000000,28.990000,10.480000
2462000000.000000,14.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.017000,0.000000,0.000000,10.050000,28.310000,0.000000,28.420000,9.170000
2462000000.000000,16.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,7.590000,27.310000,0.000000,28.040000,8.890000
2462000000.000000,18.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,7.080000,26.390000,0.000000,26.850000,6.770000
2462000000.000000,19.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,6.350000,25.890000,0.000000,24.990000,6.470000
2467000000.000000,4.000000,20000000.000000,1Mbps,DSSS/CCK,0.030000,0.018000,0.000000,0.000000,12.110000,28.980000,0.000000,29.360000,10.370000
2467000000.000000,6.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,12.830000,29.060000,0.000000,29.820000,10.050000
2467000000.000000,8.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.560000,28.670000,0.000000,29.870000,9.910000
2467000000.000000,10.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,9.480000,27.770000,0.000000,28.970000,8.190000
2467000000.000000,12.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,10.190000,27.810000,0.000000,28.870000,9.110000
2467000000.000000,14.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,9.850000,27.360000,0.000000,28.250000,8.320000
2467000000.000000,16.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,8.690000,26.500000,0.000000,27.510000,8.250000
2467000000.000000,18.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,7.630000,26.150000,0.000000,26.550000,7.060000
2467000000.000000,19.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,5.950000,25.450000,0.000000,25.410000,6.120000
2472000000.000000,4.000000,20000000.000000,1Mbps,DSSS/CCK,0.030000,0.018000,0.000000,0.000000,11.800000,28.520000,0.000000,29.890000,9.970000
2472000000.000000,6.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.016000,0.000000,0.000000,10.970000,28.880000,0.000000,30.390000,10.350000
2472000000.000000,8.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.500000,28.910000,0.000000,29.730000,9.380000
2472000000.000000,10.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.040000,28.470000,0.000000,28.700000,9.160000
2472000000.000000,12.000000,20000000.000000,1Mbps,DSSS/CCK,0.005000,0.019000,0.000000,0.000000,10.410000,27.870000,0.000000,28.200000,9.510000
2472000000.000000,14.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,8.830000,27.240000,0.000000,27.900000,8.450000
2472000000.000000,16.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,7.870000,26.350000,0.000000,26.210000,7.300000
2472000000.000000,18.000000,20000000.000000,1Mbps,DSSS/CCK,0.004000,0.016000,0.000000,0.000000,5.680000,25.110000,0.000000,25.380000,5.450000
2472000000.000000,19.000000,20000000.000000,1Mbps,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,4.520000,24.740000,0.000000,24.430000,4.570000
2412000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.031000,0.017000,0.000000,0.000000,11.520000,30.730000,0.000000,29.390000,10.930000
2412000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,11.380000,30.120000,0.000000,28.960000,10.620000
2412000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.730000,29.850000,0.000000,29.200000,9.390000
2412000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.000000,29.020000,0.000000,28.820000,9.970000
2412000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.002000,0.019000,0.000000,0.000000,10.960000,29.100000,0.000000,28.530000,9.750000
2412000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.017000,0.000000,0.000000,10.150000,28.670000,0.000000,28.260000,8.900000
2412000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,8.910000,27.030000,0.000000,26.360000,8.400000
2412000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,6.830000,26.170000,0.000000,25.690000,6.170000
2412000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.016000,0.000000,0.000000,5.860000,25.360000,0.000000,24.650000,4.680000
2417000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.030000,0.017000,0.000000,0.000000,10.890000,30.040000,0.000000,29.110000,9.740000
2417000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.016000,0.000000,0.000000,10.810000,30.080000,0.000000,29.710000,10.330000
2417000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.017000,0.000000,0.000000,11.670000,29.560000,0.000000,29.230000,10.420000
2417000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,10.660000,28.670000,0.000000,28.320000,9.330000
2417000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,9.820000,28.150000,0.000000,27.810000,9.340000
2417000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,9.220000,28.340000,0.000000,26.970000,8.420000
2417000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,8.360000,27.060000,0.000000,26.240000,7.360000
2417000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,7.100000,26.320000,0.000000,25.390000,6.650000
2417000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,6.020000,24.790000,0.000000,25.210000,5.780000
2422000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.030000,0.018000,0.000000,0.000000,11.240000,29.720000,0.000000,29.470000,10.320000
2422000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.016000,0.000000,0.000000,12.410000,30.040000,0.000000,28.940000,10.340000
2422000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.850000,29.790000,0.000000,28.930000,9.510000
2422000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,11.050000,29.550000,0.000000,28.460000,8.390000
2422000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.016000,0.000000,0.000000,10.300000,29.380000,0.000000,28.090000,8.780000
2422000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,9.300000,28.490000,0.000000,26.910000,9.300000
2422000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,8.820000,26.800000,0.000000,26.290000,7.740000
2422000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,6.200000,26.530000,0.000000,25.870000,6.170000
2422000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,5.790000,24.800000,0.000000,25.450000,5.240000
2427000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.030000,0.015000,0.000000,0.000000,11.750000,29.840000,0.000000,29.130000,9.930000
2427000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.550000,28.810000,0.000000,29.260000,9.310000
2427000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.060000,29.250000,0.000000,28.790000,10.600000
2427000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,10.960000,28.690000,0.000000,28.840000,9.710000
2427000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.740000,28.510000,0.000000,28.240000,10.010000
2427000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,9.880000,27.980000,0.000000,27.350000,8.820000
2427000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.017000,0.000000,0.000000,8.600000,27.970000,0.000000,26.910000,6.830000
2427000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,7.460000,26.690000,0.000000,26.180000,6.290000
2427000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,5.930000,25.540000,0.000000,25.570000,6.380000
2432000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.030000,0.018000,0.000000,0.000000,11.180000,29.100000,0.000000,29.070000,11.810000
2432000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,12.030000,29.130000,0.000000,28.490000,10.520000
2432000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,12.090000,30.050000,0.000000,29.500000,11.050000
2432000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.320000,29.670000,0.000000,29.200000,10.120000
2432000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,11.510000,29.480000,0.000000,29.080000,11.200000
2432000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.140000,28.570000,0.000000,27.250000,9.910000
2432000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.017000,0.000000,0.000000,9.100000,28.590000,0.000000,27.670000,8.730000
2432000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,7.530000,27.060000,0.000000,26.670000,7.560000
2432000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,7.030000,26.880000,0.000000,25.750000,5.990000
2437000000.000000,4.000000,20000000.000000,11CCK,DSSS/CCK,0.031000,0.017000,0.000000,0.000000,11.350000,29.380000,0.000000,28.980000,10.020000
2437000000.000000,6.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.016000,0.000000,0.000000,11.550000,29.740000,0.000000,28.610000,10.690000
2437000000.000000,8.000000,20000000.000000,11CCK,DSSS/CCK,0.004000,0.018000,0.000000,0.000000,13.800000,30.340000,0.000000,30.540000,12.990000
2437000000.000000,10.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,13.920000,30.200000,0.000000,29.540000,12.740000
2437000000.000000,12.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,12.310000,30.860000,0.000000,29.940000,13.130000
2437000000.000000,14.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,12.250000,29.670000,0.000000,28.830000,12.090000
2437000000.000000,16.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.019000,0.000000,0.000000,11.750000,29.450000,0.000000,28.130000,10.450000
2437000000.000000,18.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.018000,0.000000,0.000000,10.370000,28.500000,0.000000,28.540000,9.000000
2437000000.000000,19.000000,20000000.000000,11CCK,DSSS/CCK,0.003000,0.015000,0.000000,0.000000,9.420000,27.470000,0.000000,27.110000,8.640000
