Channel Frequency(Hz),Power Level(dBm),Channel BW(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ Spectrum Meas Time,SM Violation(%) ,SMM(dB),SMM(dB)(-33MHz  -  -30MHz) ,SMM(dB)(-30MHz  -  -20MHz) ,SMM(dB)(-20MHz  -  -11MHz) ,SMM(dB)(-11MHz  -  9MHz) ,SMM(dB)(-9MHz  -  9MHz) ,SMM(dB)(9MHz  -  11MHz) ,SMM(dB)(11MHz  -  20MHz) ,SMM(20MHz  -  33MHz) 
2467000000.000000,8.000000,20000000.000000,MCS 7,Mixedmode,0.049000,0.016000,0.000000,0.000000,11.310000,13.960000,10.390000,9.610000,0.000000,10.160000,10.350000,11.870000,10.450000
2467000000.000000,10.000000,20000000.000000,MCS 7,Mixedmode,0.049000,0.014000,0.000000,0.000000,9.550000,11.020000,10.760000,10.260000,0.000000,9.860000,10.280000,9.990000,8.750000
2467000000.000000,12.000000,20000000.000000,MCS 7,Mixedmode,0.049000,0.015000,0.000000,0.000000,8.570000,9.490000,9.980000,10.040000,0.000000,10.380000,9.760000,9.210000,7.710000
2467000000.000000,14.000000,20000000.000000,MCS 7,Mixedmode,0.050000,0.016000,0.000000,0.000000,8.550000,9.960000,10.860000,10.740000,0.000000,11.120000,11.030000,8.210000,8.580000
2467000000.000000,16.000000,20000000.000000,MCS 7,Mixedmode,0.049000,0.015000,0.000000,0.000000,6.070000,7.840000,10.450000,10.530000,0.000000,9.560000,9.280000,6.270000,6.110000
2467000000.000000,18.000000,20000000.000000,MCS 7,Mixedmode,0.050000,0.015000,0.000000,0.000000,4.870000,6.100000,9.280000,8.690000,0.000000,9.420000,9.110000,5.930000,4.170000
2467000000.000000,19.000000,20000000.000000,MCS 7,Mixedmode,0.048000,0.014000,0.000000,0.000000,3.360000,3.530000,9.380000,9.890000,0.000000,9.560000,9.780000,3.420000,2.180000
2472000000.000000,4.000000,20000000.000000,MCS 7,Mixedmode,0.049000,0.016000,0.000000,0.000000,11.580000,12.330000,10.610000,10.150000,0.000000,9.160000,9.570000,12.100000,11.060000
2472000000.000000,6.000000,20000000.000000,MCS 7,Mixedmode,0.048000,0.015000,0.000000,0.000000,10.810000,12.830000,9.570000,9.350000,0.000000,8.960000,9.260000,12.590000,9.840000
2472000000.000000,8.000000,20000000.000000,MCS 7,Mixedmode,0.049000,0.015000,0.000000,0.000000,11.120000,12.830000,10.640000,9.700000,0.000000,10.190000,9.700000,11.650000,10.660000
2472000000.000000,10.000000,20000000.000000,MCS 7,Mixedmode,0.049000,0.014000,0.000000,0.000000,10.060000,10.960000,9.450000,9.190000,0.000000,10.040000,10.240000,10.460000,9.380000
2472000000.000000,12.000000,20000000.000000,MCS 7,Mixedmode,0.048000,0.016000,0.000000,0.000000,8.360000,10.020000,9.080000,9.010000,0.000000,8.780000,9.000000,8.480000,7.650000
2472000000.000000,14.000000,20000000.000000,MCS 7,Mixedmode,0.049000,0.016000,0.000000,0.000000,7.810000,8.910000,10.910000,10.660000,0.000000,9.630000,9.230000,7.890000,7.130000
2472000000.000000,16.000000,20000000.000000,MCS 7,Mixedmode,0.048000,0.016000,0.000000,0.000000,5.800000,6.330000,10.540000,9.730000,0.000000,10.440000,9.740000,6.710000,6.090000
2472000000.000000,18.000000,20000000.000000,MCS 7,Mixedmode,0.049000,0.014000,0.000000,0.000000,4.670000,4.820000,9.950000,9.940000,0.000000,10.430000,10.840000,5.350000,4.070000
2472000000.000000,19.000000,20000000.000000,MCS 7,Mixedmode,0.048000,0.016000,0.000000,0.000000,3.550000,4.180000,8.960000,8.890000,0.000000,7.700000,7.410000,4.350000,3.560000
5180000000.000000,1.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.120000,-0.140000,-0.140000,0.750000,7.310000,7.310000,0.000000,6.460000,5.950000,0.890000,0.210000
5180000000.000000,2.000000,20000000.000000,MCS 0,Mixedmode,0.063000,0.017000,0.000000,0.000000,4.650000,4.900000,9.700000,8.750000,0.000000,9.340000,8.410000,5.230000,4.740000
5180000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,7.130000,7.460000,8.140000,7.990000,0.000000,8.680000,7.750000,7.490000,7.020000
5180000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.017000,0.000000,0.000000,7.820000,9.490000,7.840000,7.850000,0.000000,8.300000,8.070000,9.510000,8.450000
5180000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,9.370000,10.900000,8.260000,8.500000,0.000000,8.490000,8.100000,11.420000,9.450000
5180000000.000000,9.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,10.480000,12.110000,8.690000,8.890000,0.000000,8.070000,8.400000,10.530000,10.160000
5180000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,9.510000,11.180000,8.730000,8.970000,0.000000,8.570000,8.180000,10.450000,8.380000
5180000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.063000,0.016000,0.000000,0.000000,8.910000,9.730000,7.720000,7.690000,0.000000,8.500000,8.450000,9.590000,8.730000
5180000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,0.000000,0.000000,8.820000,9.330000,8.410000,7.900000,0.000000,9.210000,9.040000,10.580000,8.570000
5180000000.000000,15.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,8.570000,8.910000,8.760000,8.810000,0.000000,8.220000,7.950000,9.650000,7.830000
5200000000.000000,1.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,0.510000,0.540000,8.000000,8.260000,0.000000,8.000000,7.350000,0.560000,0.130000
5200000000.000000,2.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.016000,0.000000,0.000000,3.800000,4.540000,9.430000,9.030000,0.000000,10.030000,8.350000,5.060000,3.610000
5200000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,7.480000,7.640000,8.400000,7.850000,0.000000,8.640000,7.680000,8.060000,7.380000
5200000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.017000,0.000000,0.000000,10.200000,12.490000,9.070000,8.920000,0.000000,9.300000,9.230000,12.110000,9.960000
5200000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.014000,0.000000,0.000000,10.020000,10.770000,8.810000,9.070000,0.000000,8.820000,8.620000,11.400000,9.430000
5200000000.000000,9.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,9.860000,11.830000,7.380000,7.300000,0.000000,7.770000,7.870000,11.400000,10.370000
5200000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.014000,0.000000,0.000000,10.140000,11.280000,7.560000,7.150000,0.000000,9.090000,9.100000,11.840000,9.770000
5200000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,9.300000,10.460000,9.810000,9.800000,0.000000,8.230000,7.710000,10.400000,8.520000
5200000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,8.160000,8.210000,8.640000,8.470000,0.000000,8.480000,7.950000,9.380000,7.590000
5200000000.000000,15.000000,20000000.000000,MCS 0,Mixedmode,0.066000,0.014000,0.000000,0.000000,8.000000,8.290000,8.540000,8.450000,0.000000,8.410000,7.770000,7.360000,7.570000
5220000000.000000,1.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.016000,0.000000,0.000000,0.790000,1.140000,7.880000,7.230000,0.000000,6.630000,6.690000,0.370000,0.200000
5220000000.000000,2.000000,20000000.000000,MCS 0,Mixedmode,0.063000,0.017000,0.000000,0.000000,0.090000,0.450000,7.250000,7.320000,0.000000,6.550000,6.040000,0.380000,0.290000
5220000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,0.000000,0.000000,5.410000,6.000000,9.180000,8.730000,0.000000,8.620000,7.930000,5.690000,5.400000
5220000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,9.660000,10.700000,8.540000,8.350000,0.000000,7.890000,8.400000,10.300000,8.430000
5220000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,10.270000,11.680000,8.260000,8.720000,0.000000,8.200000,8.160000,10.920000,10.830000
5220000000.000000,9.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,10.640000,12.630000,8.730000,8.760000,0.000000,8.720000,8.540000,11.720000,9.610000
5220000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,9.040000,11.000000,6.870000,7.410000,0.000000,7.700000,7.600000,10.220000,9.620000
5220000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,0.000000,0.000000,9.340000,10.540000,6.940000,6.810000,0.000000,8.290000,8.250000,9.780000,8.160000
5220000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,8.600000,9.600000,9.020000,8.590000,0.000000,9.950000,9.370000,8.760000,7.640000
5220000000.000000,15.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,7.900000,8.750000,7.950000,8.040000,0.000000,8.500000,8.350000,8.510000,7.860000
5240000000.000000,1.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,10.550000,-3.340000,-2.580000,-1.370000,4.550000,4.090000,0.000000,6.090000,4.050000,-2.750000,-3.340000
5240000000.000000,2.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.060000,0.000000,0.240000,0.070000,7.900000,7.910000,0.000000,7.780000,5.920000,1.080000,0.930000
5240000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,4.520000,4.160000,6.500000,6.820000,0.000000,6.970000,6.350000,4.210000,3.680000
5240000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,9.800000,11.990000,7.680000,7.950000,0.000000,8.480000,8.610000,11.670000,9.780000
5240000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.063000,0.016000,0.000000,0.000000,10.660000,11.700000,9.460000,9.260000,0.000000,9.450000,9.610000,10.750000,9.970000
5240000000.000000,9.000000,20000000.000000,MCS 0,Mixedmode,0.063000,0.016000,0.000000,0.000000,10.680000,11.950000,8.400000,8.280000,0.000000,9.330000,9.270000,12.740000,10.300000
5240000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.014000,0.000000,0.000000,9.710000,11.850000,9.040000,8.870000,0.000000,8.840000,8.010000,10.980000,9.600000
5240000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,8.830000,9.920000,8.360000,8.620000,0.000000,8.190000,8.260000,9.460000,8.620000
5240000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.016000,0.000000,0.000000,8.310000,8.950000,8.660000,8.990000,0.000000,8.910000,8.610000,10.230000,8.710000
5240000000.000000,15.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,7.930000,9.160000,8.180000,8.250000,0.000000,8.910000,8.280000,9.490000,7.560000
5260000000.000000,1.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.017000,3.480000,-2.070000,-1.810000,-0.240000,5.600000,6.020000,0.000000,6.240000,5.370000,-2.070000,-1.870000
5260000000.000000,2.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,0.430000,0.100000,8.060000,7.250000,0.000000,7.420000,6.190000,0.130000,0.260000
5260000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,4.150000,4.650000,7.750000,7.710000,0.000000,8.480000,7.810000,4.040000,2.930000
5260000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.063000,0.016000,0.000000,0.000000,8.800000,9.610000,7.980000,8.170000,0.000000,8.490000,8.330000,8.720000,8.190000
5260000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,10.820000,11.280000,8.380000,8.370000,0.000000,9.030000,8.720000,11.820000,10.250000
5260000000.000000,9.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,9.850000,10.900000,7.210000,7.080000,0.000000,7.210000,7.020000,11.200000,9.730000
5260000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,10.370000,11.210000,9.400000,9.520000,0.000000,9.070000,9.260000,11.470000,9.870000
5260000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.014000,0.000000,0.000000,8.490000,9.270000,8.310000,8.200000,0.000000,7.950000,7.760000,9.260000,8.770000
5260000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,8.120000,8.300000,9.200000,8.770000,0.000000,9.490000,8.910000,8.790000,7.600000
5260000000.000000,15.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,0.000000,0.000000,8.710000,9.740000,10.030000,9.950000,0.000000,9.410000,8.920000,9.360000,8.280000
5280000000.000000,1.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.016000,3.410000,-2.160000,-1.690000,-1.070000,5.760000,6.800000,0.000000,7.830000,5.790000,-2.160000,-1.830000
5280000000.000000,2.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.017000,0.610000,-0.760000,-0.030000,-0.550000,8.070000,7.260000,0.000000,8.570000,6.520000,-0.760000,-0.660000
5280000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,7.860000,8.590000,9.450000,9.000000,0.000000,9.710000,8.440000,7.980000,7.690000
5280000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,9.550000,11.450000,6.960000,6.820000,0.000000,8.400000,7.980000,10.480000,9.150000
5280000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,8.960000,11.200000,8.850000,8.950000,0.000000,8.940000,8.330000,10.850000,8.780000
5280000000.000000,9.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,0.000000,0.000000,10.090000,11.930000,8.200000,8.370000,0.000000,9.420000,9.240000,11.860000,9.220000
5280000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,9.980000,11.640000,8.400000,8.260000,0.000000,8.710000,8.690000,10.900000,9.780000
5280000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,9.670000,11.300000,9.540000,9.640000,0.000000,8.680000,8.600000,10.360000,9.210000
5280000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.014000,0.000000,0.000000,7.950000,8.030000,7.840000,8.030000,0.000000,7.220000,6.940000,7.690000,7.090000
5280000000.000000,15.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,8.230000,9.680000,9.140000,9.300000,0.000000,9.050000,8.620000,9.210000,7.850000
5300000000.000000,1.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,6.950000,-2.880000,-1.630000,-1.270000,6.870000,8.550000,0.000000,7.150000,5.510000,-2.210000,-2.880000
5300000000.000000,2.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.016000,0.000000,0.000000,4.160000,3.450000,8.950000,8.310000,0.000000,8.790000,6.850000,2.100000,3.200000
5300000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.017000,0.000000,0.000000,6.030000,6.430000,8.270000,8.150000,0.000000,9.240000,8.500000,5.920000,5.660000
5300000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.017000,0.000000,0.000000,8.670000,9.340000,8.020000,7.990000,0.000000,8.730000,8.140000,8.430000,6.690000
5300000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.014000,0.000000,0.000000,10.450000,11.750000,9.150000,9.200000,0.000000,8.200000,8.150000,10.890000,10.280000
5300000000.000000,9.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,9.630000,11.190000,8.980000,9.350000,0.000000,9.150000,8.890000,11.360000,9.930000
5300000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,0.000000,0.000000,9.300000,11.180000,7.110000,7.510000,0.000000,7.410000,7.390000,10.810000,9.350000
5300000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.063000,0.016000,0.000000,0.000000,9.270000,9.620000,8.250000,8.090000,0.000000,8.520000,8.480000,10.310000,9.720000
5300000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,8.540000,8.370000,9.450000,9.270000,0.000000,8.070000,8.060000,8.990000,7.270000
5300000000.000000,15.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.014000,0.000000,0.000000,7.540000,8.780000,8.810000,8.680000,0.000000,8.580000,7.990000,9.200000,7.390000
5320000000.000000,1.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.017000,0.000000,0.000000,2.610000,3.260000,9.390000,8.260000,0.000000,8.400000,7.540000,1.190000,1.410000
5320000000.000000,2.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.017000,0.000000,0.000000,1.320000,1.920000,7.720000,7.620000,0.000000,7.240000,6.290000,0.870000,1.850000
5320000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,0.000000,0.000000,7.630000,7.430000,8.140000,7.770000,0.000000,8.180000,7.440000,6.670000,7.130000
5320000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.063000,0.017000,0.000000,0.000000,10.220000,12.570000,8.480000,8.520000,0.000000,8.600000,8.530000,11.120000,9.780000
5320000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.063000,0.015000,0.000000,0.000000,10.140000,12.120000,7.740000,7.950000,0.000000,8.550000,8.670000,10.080000,9.550000
5320000000.000000,9.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,10.080000,12.250000,7.790000,7.760000,0.000000,8.310000,8.470000,10.380000,9.780000
5320000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,10.460000,12.480000,8.270000,8.330000,0.000000,8.340000,8.220000,11.740000,10.250000
5320000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,0.000000,0.000000,9.120000,11.620000,8.920000,8.800000,0.000000,8.840000,8.580000,10.350000,8.700000
5320000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,0.000000,0.000000,8.920000,10.050000,9.290000,9.470000,0.000000,8.280000,8.180000,10.360000,8.700000
5320000000.000000,15.000000,20000000.000000,MCS 0,Mixedmode,0.063000,0.016000,0.000000,0.000000,8.430000,9.230000,9.130000,8.770000,0.000000,9.440000,9.190000,9.190000,7.850000
5500000000.000000,1.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,10.370000,-3.380000,-3.380000,-2.780000,4.770000,6.120000,0.000000,5.970000,4.000000,-2.550000,-3.090000
5500000000.000000,2.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.016000,0.000000,0.000000,1.180000,0.640000,7.440000,8.740000,0.000000,9.310000,7.630000,0.030000,0.890000
5500000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,5.960000,6.080000,9.700000,9.160000,0.000000,8.400000,7.820000,5.390000,4.760000
5500000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,0.000000,0.000000,6.070000,7.220000,9.720000,9.350000,0.000000,8.650000,7.730000,6.550000,6.630000
5500000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,11.370000,11.960000,10.380000,10.230000,0.000000,9.640000,9.980000,11.480000,10.830000
5500000000.000000,9.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,10.240000,11.790000,8.780000,8.720000,0.000000,8.220000,7.710000,11.590000,10.120000
5500000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.014000,0.000000,0.000000,9.710000,11.320000,8.100000,8.140000,0.000000,9.510000,9.270000,10.830000,9.970000
5500000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,9.860000,11.400000,9.780000,10.160000,0.000000,9.340000,9.580000,11.450000,10.400000
5500000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.014000,0.000000,0.000000,6.990000,7.790000,7.950000,7.670000,0.000000,7.890000,7.440000,8.380000,8.110000
5500000000.000000,15.000000,20000000.000000,MCS 0,Mixedmode,0.063000,0.016000,0.000000,0.000000,7.560000,7.120000,8.370000,8.140000,0.000000,8.460000,7.450000,7.650000,7.670000
5520000000.000000,1.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,11.890000,-3.200000,-2.570000,-3.200000,5.090000,6.290000,0.000000,6.540000,4.110000,-2.710000,-2.180000
5520000000.000000,2.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,0.520000,1.090000,8.320000,8.380000,0.000000,9.920000,7.840000,0.930000,0.600000
5520000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.017000,0.000000,0.000000,5.830000,6.240000,8.390000,8.510000,0.000000,7.790000,6.940000,5.830000,5.600000
5520000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.017000,0.000000,0.000000,7.980000,8.720000,10.030000,10.300000,0.000000,9.900000,9.360000,8.690000,7.990000
5520000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,9.560000,12.240000,7.720000,8.030000,0.000000,8.220000,8.480000,11.750000,9.860000
5520000000.000000,9.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.016000,0.000000,0.000000,10.770000,11.960000,8.910000,9.260000,0.000000,8.000000,7.670000,11.040000,10.040000
5520000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,9.350000,11.280000,9.030000,9.230000,0.000000,8.750000,8.950000,11.420000,9.420000
5520000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,9.320000,10.570000,7.410000,7.600000,0.000000,8.300000,8.020000,10.450000,9.590000
5520000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,7.520000,8.730000,10.260000,9.590000,0.000000,9.140000,8.510000,9.060000,8.410000
5520000000.000000,15.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,6.930000,6.890000,8.470000,8.240000,0.000000,8.800000,8.410000,8.230000,7.020000
5540000000.000000,1.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,7.680000,-2.550000,-1.910000,-2.550000,4.940000,7.340000,0.000000,6.250000,4.500000,-1.880000,-1.940000
5540000000.000000,2.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.017000,0.000000,0.000000,0.430000,0.760000,8.220000,8.080000,0.000000,8.520000,7.740000,0.330000,0.130000
5540000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,6.310000,6.480000,8.260000,7.570000,0.000000,7.770000,6.840000,6.880000,5.440000
5540000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.017000,0.000000,0.000000,7.430000,6.660000,8.950000,8.430000,0.000000,8.200000,7.520000,7.780000,6.950000
5540000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,0.000000,0.000000,10.300000,11.300000,8.060000,8.350000,0.000000,8.530000,8.640000,11.450000,9.530000
5540000000.000000,9.000000,20000000.000000,MCS 0,Mixedmode,0.066000,0.015000,0.000000,0.000000,9.700000,11.600000,8.820000,9.150000,0.000000,9.170000,8.840000,11.400000,10.500000
5540000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.063000,0.016000,0.000000,0.000000,10.330000,11.340000,7.740000,7.930000,0.000000,8.710000,8.800000,11.660000,9.190000
5540000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,9.110000,9.930000,9.900000,10.030000,0.000000,9.580000,8.840000,11.400000,9.950000
5540000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.014000,0.000000,0.000000,8.370000,8.290000,8.690000,8.940000,0.000000,9.240000,8.570000,8.750000,8.630000
5540000000.000000,15.000000,20000000.000000,MCS 0,Mixedmode,0.063000,0.016000,0.000000,0.000000,6.790000,7.090000,8.500000,8.190000,0.000000,7.670000,7.870000,8.540000,7.370000
5560000000.000000,1.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,12.440000,-3.260000,-2.850000,-2.790000,3.690000,6.390000,0.000000,6.750000,3.720000,-3.260000,-2.780000
5560000000.000000,2.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.017000,6.460000,-2.300000,-2.200000,-2.290000,5.250000,6.650000,0.000000,6.440000,4.800000,-2.300000,-2.300000
5560000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,7.130000,8.160000,8.270000,7.990000,0.000000,10.230000,8.840000,7.560000,7.400000
5560000000.000000,6.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.016000,0.000000,0.000000,7.160000,7.390000,9.660000,9.430000,0.000000,8.410000,7.750000,7.920000,7.080000
5560000000.000000,8.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,9.640000,12.150000,7.700000,7.740000,0.000000,8.670000,8.690000,11.570000,10.200000
5560000000.000000,9.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.016000,0.000000,0.000000,9.610000,11.460000,8.010000,7.670000,0.000000,7.540000,7.870000,11.580000,10.260000
5560000000.000000,10.000000,20000000.000000,MCS 0,Mixedmode,0.066000,0.014000,0.000000,0.000000,10.600000,11.770000,8.780000,8.890000,0.000000,8.860000,8.610000,12.150000,10.300000
5560000000.000000,12.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,0.000000,0.000000,9.490000,10.940000,9.370000,9.380000,0.000000,8.940000,8.430000,11.800000,9.360000
5560000000.000000,14.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.015000,0.000000,0.000000,7.340000,8.060000,8.280000,8.460000,0.000000,8.970000,8.340000,8.170000,7.830000
5560000000.000000,15.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,0.000000,0.000000,7.480000,8.070000,9.550000,9.500000,0.000000,8.810000,8.340000,7.470000,8.100000
5580000000.000000,1.000000,20000000.000000,MCS 0,Mixedmode,0.064000,0.016000,6.040000,-1.880000,-1.880000,-1.840000,5.780000,5.420000,0.000000,6.500000,5.890000,-1.790000,-1.400000
5580000000.000000,2.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,3.960000,-2.520000,-1.130000,-1.110000,6.390000,7.350000,0.000000,7.000000,5.680000,-2.210000,-2.520000
5580000000.000000,4.000000,20000000.000000,MCS 0,Mixedmode,0.065000,0.015000,0.000000,0.000000,6.440000,7.250000,8.810000,8.030000,0.000000,7.820000,6.930000,7.110000,6.920000
