Channel Frequency(Hz),Power Level(dBm),Channel BW(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ Spectrum Meas Time,SM Violation(%) ,SMM(dB),SMM(dB)(-33MHz  -  -30MHz) ,SMM(dB)(-30MHz  -  -20MHz) ,SMM(dB)(-20MHz  -  -11MHz) ,SMM(dB)(-11MHz  -  9MHz) ,SMM(dB)(-9MHz  -  9MHz) ,SMM(dB)(9MHz  -  11MHz) ,SMM(dB)(11MHz  -  20MHz) ,SMM(20MHz  -  33MHz) 
2412000000.000000,15.000000,20000000.000000,MCS 0,Mixedmode,0.302000,0.019000,0.000000,0.000000,10.680000,10.920000,5.850000,6.830000,0.000000,7.040000,6.820000,9.790000,11.240000
2432000000.000000,15.000000,20000000.000000,MCS 0,Mixedmode,0.301000,0.018000,0.000000,0.000000,11.000000,9.190000,5.670000,6.400000,0.000000,6.560000,5.240000,7.090000,10.270000
2412000000.000000,15.000000,20000000.000000,MCS 7,Mixedmode,0.302000,0.019000,0.000000,0.000000,10.870000,11.100000,8.300000,8.520000,0.000000,7.950000,8.340000,10.670000,10.630000
2432000000.000000,15.000000,20000000.000000,MCS 7,Mixedmode,0.302000,0.019000,0.000000,0.000000,10.400000,8.570000,7.880000,7.910000,0.000000,7.840000,7.470000,6.820000,10.400000
